task_code,status_code,wbs_id,task_name,target_drtn_hr_cnt,remain_drtn_hr_cnt,act_drtn_hr_cnt,primary_base_start_date,target_start_date,start_date,primary_base_end_date,target_end_date,end_date,remain_float_hr_cnt,free_float_hr_cnt,task_type,pred_list,succ_list,succ_details,resource_list,cstr_type,cstr_type2,clndr_id,delete_record_flag
Activity ID,Activity Status,WBS Code,Activity Name,Original Duration(d),Remaining Duration(d),(*)Actual Duration(d),(*)BL1 Start,(*)Planned Start,(*)Start,(*)BL1 Finish,(*)Planned Finish,(*)Finish,(*)Remaining Float(d),(*)Free Float(d),(*)Activity Type,(*)Predecessors,(*)Successors,(*)Successor Details,(*)Resources,Primary Constraint,Secondary Constraint,Calendar Name,Delete This Row
P1B-03C-FIN-140,Not Started,TWNU07.8.6.2.3.1,OWNER ACCEPTANCE / TURNOVER CORRIDOR,1,1,0,1/6/2026 08:00,1/6/2026 08:00,1/6/2026 08:00,1/6/2026 16:00,1/6/2026 16:00,1/6/2026 16:00,71,117,Task Dependent,P1B-03C-FIN-130,FM-P1B-GTURN,FM-P1B-GTURN: FS,,,,5D w/Hol 1222-1226,
P1B-03C-FIN-150,Not Started,TWNU07.8.6.2.3.1,OWNER INSTALL SIGNAGE AT CORRIDOR,1,1,0,12/29/2025 08:00,12/29/2025 08:00,12/29/2025 08:00,12/29/2025 16:00,12/29/2025 16:00,12/29/2025 16:00,72,1,Task Dependent,"P1B-03C-FIN-100, FAB/DEL-240",P1B-03C-FIN-110,P1B-03C-FIN-110: FF,,,,5D w/Hol 1222-1226,
P1B-03C-FIN-160,Not Started,TWNU07.8.6.2.3.1,INSTALL FIRE EXTINGUISHER CABINETS  AT CORRIDOR,2,2,0,12/5/2025 08:00,12/5/2025 08:00,12/5/2025 08:00,12/8/2025 16:00,12/8/2025 16:00,12/8/2025 16:00,73,9,Task Dependent,P1B-03C-FIN-70,P1B-03C-FIN-90,P1B-03C-FIN-90: FS,,,,5D w/Hol 1222-1226,
SM-NTP,Completed,TWNU07.1.1,ISSUE NTP,0,0,0,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,,,,,,Start Milestone,PRECON-30,"SITEWORK-10, DELAY-UTLPERMIT-10","SITEWORK-10: FS , DELAY-UTLPERMIT-10: SS",,,,5D w/Hol 1222-1226,
FM-FINCOMP,Not Started,TWNU07.1.1,FINAL COMPLETION,0,0,0,,,,7/13/2026 16:00,7/13/2026 16:00,7/13/2026 16:00,-43,0,Finish Milestone,"FM-P1A-OTURN, FM-P1B-OTURN, FM-P2B-OTURN",,,,Finish On or Before,,5D w/Hol 1222-1226,
FM-P1A-GTURN,Not Started,TWNU07.1.1.1,PHASE 1-A - TURNOVER 60 UNITS,0,0,0,,,,6/12/2026 16:00,6/12/2026 16:00,6/12/2026 16:00,-50,0,Finish Milestone,"FM-P1A-GSUBCOMP, P1A-03U-FIN-270, P1A-02U-FIN-270, P1A-01U-FIN-270, P1A-01C-FIN-150, P1A-02C-FIN-140, P1A-03C-FIN-140",FM-P1A-OTURN,FM-P1A-OTURN: FF 1,,,,5D w/Hol 1222-1226,
FM-P1A-GSUBCOMP,Not Started,TWNU07.1.1.1,PHASE 1-A - SUBSTANTIAL COMPLETION / TCO,0,0,0,,,,6/12/2026 16:00,6/12/2026 16:00,6/12/2026 16:00,-50,0,Finish Milestone,"P1A-FINBLDG, P1A-02C-FIN-90, P1A-03C-FIN-90, P1B-01C-FIN-90",FM-P1A-GTURN,FM-P1A-GTURN: FF,,,,5D w/Hol 1222-1226,
FM-P1A-AMEN- GTURN,Not Started,TWNU07.1.1.1,PHASE 1-A  AMENITIES TURNOVER,0,0,0,,,,4/24/2026 16:00,4/24/2026 16:00,4/24/2026 16:00,-35,0,Finish Milestone,"P1A-POOL-110, P1A-RECAREA-80, P1A-DOGPARK-80","P1A-FINBLDG, FM-P1A-AMEN- OTURN, P1B-FINBLDG","P1A-FINBLDG: FF 3, FM-P1A-AMEN- OTURN: FF 20, P1B-FINBLDG: FS",,,,5D w/Hol 1222-1226,
FM-P1A-AMEN- OTURN,Not Started,TWNU07.1.1.1,PHASE 1-A  AMENITIES TURNOVER,0,0,0,,,,5/22/2026 16:00,5/22/2026 16:00,5/22/2026 16:00,-35,15,Finish Milestone,FM-P1A-AMEN- GTURN,FM-P1A-OTURN,FM-P1A-OTURN: FF,,,,5D w/Hol 1222-1226,
FM-P1A-OTURN,Not Started,TWNU07.1.1.1,PHASE 1-A - TURNOVER 60 UNITS,0,0,0,,,,6/15/2026 16:00,6/15/2026 16:00,6/15/2026 16:00,-50,19,Finish Milestone,"FM-P1A-GTURN, FM-P1A-AMEN- OTURN",FM-FINCOMP,FM-FINCOMP: FF,,Finish On or Before,,5D w/Hol 1222-1226,
FM-P1B-GTURN,Not Started,TWNU07.1.1.2,PHASE 1-B - TURNOVER 55 UNITS,0,0,0,,,,6/19/2026 16:00,6/19/2026 16:00,6/19/2026 16:00,-46,0,Finish Milestone,"P1B-02U-FIN-270, P1B-01C-FIN-140, P1B-01U-FIN-270, P1B-03U-FIN-270, P1B-03C-FIN-140, P2-01U-FIN-270, P2-01C-FIN-140, P2-02U-FIN-270, P2-02C-FIN-140, P2-03U-FIN-270, P2-03C-FIN-140, FM-P1B-GSUBCOMP, P1B-02C-FIN-140",FM-P1B-OTURN,FM-P1B-OTURN: FF,,,,5D w/Hol 1222-1226,
FM-P1B-GSUBCOMP,Not Started,TWNU07.1.1.2,PHASE 1-B- SUBSTANTIAL COMPLETION / TCO,0,0,0,,,,6/19/2026 16:00,6/19/2026 16:00,6/19/2026 16:00,-46,0,Finish Milestone,"P1B-01U-FIN-180, P1B-02U-FIN-180, P1B-03U-FIN-180, P1B-01C-FIN-90, P1B-02C-FIN-90, P1B-03C-FIN-90, P1B-FINBLDG",FM-P1B-GTURN,FM-P1B-GTURN: FF,,,,5D w/Hol 1222-1226,
FM-P1B-OTURN,Not Started,TWNU07.1.1.2,PHASE 1-B - TURNOVER 55 UNITS,0,0,0,,,,6/19/2026 16:00,6/19/2026 16:00,6/19/2026 16:00,-46,15,Finish Milestone,FM-P1B-GTURN,FM-FINCOMP,FM-FINCOMP: FF,,Finish On or Before,,5D w/Hol 1222-1226,
FM-P2B-GTURN,Not Started,TWNU07.1.1.3,PHASE 1-B - TURNOVER 55 UNITS,0,0,0,,,,7/13/2026 16:00,7/13/2026 16:00,7/13/2026 16:00,-43,0,Finish Milestone,"FM-P2B-GSUBCOMP, P2-01C-FIN-140, P2-01U-FIN-270, P2-02C-FIN-140, P2-02U-FIN-270, P2-03C-FIN-140, P2-03U-FIN-270",FM-P2B-OTURN,FM-P2B-OTURN: FF,,,,5D w/Hol 1222-1226,
FM-P2B-GSUBCOMP,Not Started,TWNU07.1.1.3,PHASE 1-B- SUBSTANTIAL COMPLETION / TCO,0,0,0,,,,7/13/2026 16:00,7/13/2026 16:00,7/13/2026 16:00,-43,0,Finish Milestone,P2-FINBLDG,FM-P2B-GTURN,FM-P2B-GTURN: FF,,,,5D w/Hol 1222-1226,
FM-P2B-OTURN,Not Started,TWNU07.1.1.3,PHASE 1-B - TURNOVER 55 UNITS,0,0,0,,,,7/13/2026 16:00,7/13/2026 16:00,7/13/2026 16:00,-43,0,Finish Milestone,FM-P2B-GTURN,FM-FINCOMP,FM-FINCOMP: FF,,Finish On or Before,,5D w/Hol 1222-1226,
FM-CNSTELEVS,Not Started,TWNU07.1.2.1,ELEVATORS FOR CONSTRUCTION USE,0,0,0,,,,3/23/2026 16:00,3/23/2026 16:00,3/23/2026 16:00,-7,43,Finish Milestone,P1A-ELEVS-20,"P1A-FINBLDG, P1B-FINBLDG, P2-FINBLDG","P1A-FINBLDG: FS, P1B-FINBLDG: FS, P2-FINBLDG: FS",,,,5D w/Hol 1222-1226,
FM-HOUSEPOWER,Not Started,TWNU07.1.2.1,ENERGIZE / HOUSE POWER,0,0,0,,,,1/20/2026 16:00,1/20/2026 16:00,1/20/2026 16:00,-17,0,Finish Milestone,P1A-POWER-60,"P1A-POWER-70, P1A-ELEVS-40, P1A-KITCHEN-110, P1A-KITCHEN-120","P1A-POWER-70: FS, P1A-ELEVS-40: FS, P1A-KITCHEN-110: FS, P1A-KITCHEN-120: FS",,,,5D w/Hol 1222-1226,
FM-PERMPOWER,Not Started,TWNU07.1.2.1,PERM POWER,0,0,0,,,,2/20/2026 16:00,2/20/2026 16:00,2/20/2026 16:00,-17,0,Finish Milestone,P1A-POWER-90,P1A-01U-FIN-180,P1A-01U-FIN-180: FS,,,,5D w/Hol 1222-1226,
FM-SITEWATER,Not Started,TWNU07.1.2.1,SITE WATER AVAILABLE,0,0,0,,,,6/23/2025 16:00,6/23/2025 16:00,6/23/2025 16:00,130,173,Finish Milestone,SITEUTLS-70,"SITEDEV-E-70, SITEDEV-N-70, SITEDEV-S-75, SITEDEV-W-70, P1A-RECAREA-40","SITEDEV-E-70: FS, SITEDEV-N-70: FS, SITEDEV-S-75: FS, SITEDEV-W-70: FS, P1A-RECAREA-40: FS",,,,5D w/Hol 1222-1226,
FM-1A-OHD-DRY,Not Started,TWNU07.1.2.2,PHASE 1-A OVERHEAD DRY-IN,0,0,0,,,,8/12/2025 08:00,8/12/2025 08:00,8/12/2025 08:00,-50,0,Finish Milestone,P1A/B-ROOF-30,"P1A-01-RI-100, P1A-03-RI-100, P1A-02-RI-100, P1A-03U-FIN-10, P1A-02U-FIN-10, P1A-01U-FIN-10","P1A-01-RI-100: FS, P1A-03-RI-100: FS, P1A-02-RI-100: FS, P1A-03U-FIN-10: FS, P1A-02U-FIN-10: FS, P1A-01U-FIN-10: FS",,,,5D w/Hol 1222-1226,
FM-1A-EXT-DRY,Not Started,TWNU07.1.2.2,PHASE 1-A EXTERIOR DRY-IN,0,0,0,,,,9/23/2025 16:00,9/23/2025 16:00,9/23/2025 16:00,42,85,Finish Milestone,"P1A-EXT-01-10, P1A-EXT-02-10, P1A-EXT-03-10, P1A-EXT-01-20, P1A-EXT-02-20, P1A-EXT-03-20, P1A-EAST-A-10, P1A-EAST-C1-10, P1A-NORTH-B/C1-10, P1A-SOUTH-A-10, P1A-SOUTH-C1/B-10, P1A-WEST-A/B-10",SITEDEV-S-10,SITEDEV-S-10: FS,,,,5D w/Hol 1222-1226,
FM-1B-OHD-DRY,Not Started,TWNU07.1.2.3,PHASE 1-B OVERHEAD DRY-IN,0,0,0,,,,8/13/2025 16:00,8/13/2025 16:00,8/13/2025 16:00,0,0,Finish Milestone,P1A/B-ROOF-30,"P1A-ELEVS-10, P1B-01-RI-100, P1B-02-RI-100, P1B-03-RI-100, P1B-01U-FIN-10, P1B-02U-FIN-10, P1B-03U-FIN-10","P1A-ELEVS-10: FS, P1B-01-RI-100: FS, P1B-02-RI-100: FS, P1B-03-RI-100: FS, P1B-01U-FIN-10: FS, P1B-02U-FIN-10: FS, P1B-03U-FIN-10: FS",,,,5D w/Hol 1222-1226,
FM-1B-EXT-DRY,Not Started,TWNU07.1.2.3,PHASE 1-B EXTERIOR DRY-IN,0,0,0,,,,10/13/2025 16:00,10/13/2025 16:00,10/13/2025 16:00,51,101,Finish Milestone,"P1B-EXT-01-10, P1B-EXT-02-10, P1B-EXT-03-10, P1B-EXT-01-20, P1B-EXT-02-20, P1B-EXT-03-20, P1B-NORTH-C2-10, P1B-NWCY-C2-10, P1B-WEST-C2-10",SITEDEV-W-50,SITEDEV-W-50: FS,,,,5D w/Hol 1222-1226,
FM-P2-EXT-DRY,Not Started,TWNU07.1.2.4,PHASE 2 EXTERIOR DRY-IN,0,0,0,,,,11/7/2025 16:00,11/7/2025 16:00,11/7/2025 16:00,-50,0,Finish Milestone,"P2-EXT-01-20, P2-EXT-02-10, P2-EXT-03-10, P2-EXT-01-10, P2-EXT-02-20, P2-EXT-03-20, P2-EAST-D1/2-10, P2-NORTH-D1/2-10, P2-NWECY-D1/2-10","P1A-ELEVS-10, P2-01-RI-100, P2-02-RI-100, P2-03-RI-100, P2-01U-FIN-10, P2-02U-FIN-10, P2-03U-FIN-10, SITEDEV-N-50","P1A-ELEVS-10: FS, P2-01-RI-100: FS, P2-02-RI-100: FS, P2-03-RI-100: FS, P2-01U-FIN-10: FS, P2-02U-FIN-10: FS, P2-03U-FIN-10: FS, SITEDEV-N-50: FS",,,,5D w/Hol 1222-1226,
FM-P2-OHD-DRY,Not Started,TWNU07.1.2.4,PHASE 2 OVERHEAD DRY-IN,0,0,0,,,,10/28/2025 16:00,10/28/2025 16:00,10/28/2025 16:00,-42,8,Finish Milestone,P2-ROOF-30,"P2-02-RI-100, P2-03-RI-100, P2-01-RI-100, P2-01U-FIN-10, P2-02U-FIN-10, P2-03U-FIN-10","P2-02-RI-100: FS, P2-03-RI-100: FS, P2-01-RI-100: FS, P2-01U-FIN-10: FS, P2-02U-FIN-10: FS, P2-03U-FIN-10: FS",,,,5D w/Hol 1222-1226,
PERMIT-20,Not Started,TWNU07.2.7,RECEIVE UTILITY PERMIT,0,0,0,,,,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,-50,0,Finish Milestone,DELAY-UTLPERMIT-10,"SITEUTLS-20, SITEUTLS-30","SITEUTLS-20: FF 5, SITEUTLS-30: SS",,,,5D w/Hol 1222-1226,
PERMIT-30,Completed,TWNU07.2.7,RECEIVE MASTER BUILDING PERMIT,0,0,0,2/27/2025 08:00,2/27/2025 08:00,2/27/2025 08:00,,,,,,Start Milestone,DELAY-MSTPERMIT-10,"P1A-C1-FNDS-10, FAB/DEL-20, FAB/DEL-30, FAB/DEL-540, FAB/DEL-700, FAB/DEL-60, FAB/DEL-90, FAB/DEL-40, FAB/DEL-70, FAB/DEL-100, FAB/DEL-50, FAB/DEL-80, FAB/DEL-110, FAB/DEL-650, FAB/DEL-10, FAB/DEL-570, FAB/DEL-560, FAB/DEL-380, FAB/DEL-340, FAB/DEL-630, FA","P1A-C1-FNDS-10: FS , FAB/DEL-20: SS, FAB/DEL-30: SS, FAB/DEL-540: SS, FAB/DEL-700: SS, FAB/DEL-60: SS, FAB/DEL-90: SS, FAB/DEL-40: SS, FAB/DEL-70: SS, FAB/DEL-100: SS, FAB/DEL-50: SS, FAB/DEL-80: SS, FAB/DEL-110: SS, FAB/DEL-650: SS, FAB/DEL-10: SS, FAB/DE",,,,5D w/Hol 1222-1226,
PERMIT-40,Completed,TWNU07.2.7,RECEIVE EXCAVATION PERMIT,0,0,0,12/19/2024 08:00,12/19/2024 08:00,12/19/2024 08:00,,,,,,Start Milestone,DELAY-EXCPERMIT-10,SITEWORK-60,SITEWORK-60: SS 1,,,,5D w/Hol 1222-1226,
PRECON-10,Completed,TWNU07.2.1,GMP ESTIMATE,0,0,0,9/6/2024 08:00,9/6/2024 08:00,9/6/2024 08:00,,,,,,Start Milestone,,PRECON-20,PRECON-20: FS,,,,5D w/Hol 1222-1226,
PRECON-20,Completed,TWNU07.2.1,REVIEW AND APPROVAL,5,0,5,9/6/2024 08:00,9/6/2024 08:00,9/6/2024 08:00,9/12/2024 16:00,9/12/2024 16:00,9/12/2024 16:00,,,Task Dependent,PRECON-10,PRECON-30,PRECON-30: FS,,,,5D w/Hol 1222-1226,
PRECON-30,Completed,TWNU07.2.1,REVIEW/EXECUTE GMP CONTRACT,31,0,31,9/13/2024 08:00,9/13/2024 08:00,9/13/2024 08:00,10/25/2024 16:00,10/25/2024 16:00,10/25/2024 16:00,,,Task Dependent,PRECON-20,"SM-NTP, SITEWORK-10, BUYOUT-10, BUYOUT-190, BUYOUT-20, BUYOUT-30, BUYOUT-40, BUYOUT-50, BUYOUT-60, BUYOUT-70, BUYOUT-80, BUYOUT-90, BUYOUT-100, BUYOUT-110, BUYOUT-120, BUYOUT-130, BUYOUT-140, BUYOUT-150, BUYOUT-180, BUYOUT-220, BUYOUT-230, BUYOUT-240, BUYO","SM-NTP: FS , SITEWORK-10: FS , BUYOUT-10: FS, BUYOUT-190: FS, BUYOUT-20: FS, BUYOUT-30: FS, BUYOUT-40: FS, BUYOUT-50: FS, BUYOUT-60: FS, BUYOUT-70: FS, BUYOUT-80: FS, BUYOUT-90: FS, BUYOUT-100: FS, BUYOUT-110: FS, BUYOUT-120: FS, BUYOUT-130: FS, BUYOUT-140",,,,5D w/Hol 1222-1226,
BUYOUT-410,Completed,TWNU07.3.2,BUYOUT CONCRETE,17,0,17,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/19/2024 16:00,11/19/2024 16:00,11/19/2024 16:00,,,Task Dependent,PRECON-30,"SUBMIT-120, SUBMIT-10, SUBMIT-20, SUBMIT-30","SUBMIT-120: FS, SUBMIT-10: FS, SUBMIT-20: FS, SUBMIT-30: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-390,Completed,TWNU07.3.2,BUYOUT CMU,17,0,17,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/19/2024 16:00,11/19/2024 16:00,11/19/2024 16:00,,,Task Dependent,PRECON-30,"SUBMIT-40, SUBMIT-50, SUBMIT-60","SUBMIT-40: FS, SUBMIT-50: FS, SUBMIT-60: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-400,Completed,TWNU07.3.2,BUYOUT STRUCTURAL STEEL,17,0,17,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/19/2024 16:00,11/19/2024 16:00,11/19/2024 16:00,,,Task Dependent,PRECON-30,"SUBMIT-70, SUBMIT-80, SUBMIT-90","SUBMIT-70: FS, SUBMIT-80: FS, SUBMIT-90: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-60,Completed,TWNU07.3.2,BUYOUT METAL STAIRS & ALUMINUM RAILINGS,12,0,12,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/12/2024 16:00,11/12/2024 16:00,11/12/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-580,SUBMIT-580: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-100,Completed,TWNU07.3.2,BUYOUT METAL AWNINGS,12,0,12,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/12/2024 16:00,11/12/2024 16:00,11/12/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-510,SUBMIT-510: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-110,Completed,TWNU07.3.2,BUYOUT PRE-ENGINEERED TRUSSES,1,0,1,11/15/2024 08:00,11/15/2024 08:00,11/15/2024 08:00,11/15/2024 16:00,11/15/2024 16:00,11/15/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-500,SUBMIT-500: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-120,Completed,TWNU07.3.2,BUYOUT BUILDING INSULATION,8,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/4/2024 16:00,12/4/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-450,SUBMIT-450: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-130,Completed,TWNU07.3.2,BUYOUT STUCCO,8,0,49,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/4/2024 16:00,12/4/2024 16:00,1/30/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-460,SUBMIT-460: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-140,Completed,TWNU07.3.2,BUYOUT EXTERIOR DOORS,23,0,37,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/27/2024 16:00,11/27/2024 16:00,12/17/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-380,SUBMIT-380: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-150,Completed,TWNU07.3.2,BUYOUT METAL ROOFING / MEMBRANE FLAT ROOFING / GUTTERS & DOWNSPOUTS,13,0,40,11/11/2024 08:00,11/11/2024 08:00,11/11/2024 08:00,11/27/2024 16:00,11/27/2024 16:00,1/4/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-470,SUBMIT-470: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-180,Completed,TWNU07.3.2,BUYOUT INTERIOR DOORS,10,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-390,SUBMIT-390: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-190,Completed,TWNU07.3.2,BUYOUT ELECTRICAL PANELS,5,0,40,11/11/2024 08:00,11/11/2024 08:00,11/11/2024 08:00,11/15/2024 16:00,11/15/2024 16:00,1/4/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-400,SUBMIT-400: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-30,Completed,TWNU07.3.2,BUYOUT WINDOWS/ BALCONY SLIDERS/ STOREFRONTS,5,0,37,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/1/2024 16:00,11/1/2024 16:00,12/17/2024 16:00,,,Task Dependent,PRECON-30,"SUBMIT-550, SUBMIT-420, SUBMIT-630","SUBMIT-550: FS, SUBMIT-420: FS, SUBMIT-630: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-220,Completed,TWNU07.3.2,BUYOUT HARDWARE,10,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-430,SUBMIT-430: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-230,Completed,TWNU07.3.2,BUYOUT MIRRORS,10,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-440,SUBMIT-440: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-240,Completed,TWNU07.3.2,BUYOUT DRYWALL,8,0,36,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/4/2024 16:00,12/4/2024 16:00,1/13/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-330,SUBMIT-330: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-250,Completed,TWNU07.3.2,BUYOUT CERAMIC TILE,10,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-340,SUBMIT-340: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-260,Completed,TWNU07.3.2,BUYOUT FLOORING: VINYL PLANK,20,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-350,SUBMIT-350: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-270,Completed,TWNU07.3.2,BUYOUT CARPET,5,0,93,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,11/29/2024 16:00,11/29/2024 16:00,4/2/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-360,SUBMIT-360: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-280,Completed,TWNU07.3.2,BUYOUT PAINT AND COATING,8,0,36,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/4/2024 16:00,12/4/2024 16:00,1/13/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-370,SUBMIT-370: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-290,In Progress,TWNU07.3.2,OWNER BUYOUT IDENTIFICATION SIGNS (TBD),5,10,103,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,11/29/2024 16:00,11/29/2024 16:00,4/30/2025 16:00,193,0,Task Dependent,PRECON-30,SUBMIT-280,SUBMIT-280: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-300,Completed,TWNU07.3.2,BUYOUT FIRE EXTINGUISHERS & CABINETS,5,0,97,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,11/29/2024 16:00,11/29/2024 16:00,4/8/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-290,SUBMIT-290: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-310,Completed,TWNU07.3.2,BUYOUT MAIL BOXES,13,0,13,3/21/2025 08:00,3/21/2025 08:00,3/21/2025 08:00,4/8/2025 16:00,4/8/2025 16:00,4/8/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-300,SUBMIT-300: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-320,In Progress,TWNU07.3.2,BUYOUT STORAGE SHELVES,20,3,103,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,4/21/2025 16:00,179,0,Task Dependent,PRECON-30,SUBMIT-310,SUBMIT-310: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-330,Completed,TWNU07.3.2,BUYOUT TOILET & BATH ACCESSORIES,10,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-320,SUBMIT-320: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-350,Completed,TWNU07.3.2,BUYOUT APPLIANCES,20,0,92,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,4/1/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-270,SUBMIT-270: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-360,Completed,TWNU07.3.2,BUYOUT MANUFACTURED CABINETS & COUNTERTOPS,30,0,56,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,1/13/2025 16:00,,,Task Dependent,PRECON-30,SUBMIT-230,SUBMIT-230: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-380,In Progress,TWNU07.3.2,BUYOUT WINDOW TREATMENT,5,3,103,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,11/29/2024 16:00,11/29/2024 16:00,4/21/2025 16:00,180,0,Task Dependent,PRECON-30,SUBMIT-250,SUBMIT-250: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-20,Completed,TWNU07.3.2,BUYOUT ELEVATORS,25,0,29,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/29/2024 16:00,11/29/2024 16:00,12/5/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-520,SUBMIT-520: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-40,Completed,TWNU07.3.2,BUYOUT FIRE SPRINKLER SYSTEM & FIRE PUMP,5,0,5,11/4/2024 08:00,11/4/2024 08:00,11/4/2024 08:00,11/8/2024 16:00,11/8/2024 16:00,11/8/2024 16:00,,,Task Dependent,PRECON-30,"SUBMIT-610, SUBMIT-570","SUBMIT-610: FS, SUBMIT-570: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-80,Completed,TWNU07.3.2,BUYOUT PLUMBING / DOMESTIC PUMP,19,0,19,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/21/2024 16:00,11/21/2024 16:00,11/21/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-600,SUBMIT-600: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
