task_code,status_code,wbs_id,task_name,target_drtn_hr_cnt,remain_drtn_hr_cnt,act_drtn_hr_cnt,primary_base_start_date,target_start_date,start_date,primary_base_end_date,target_end_date,end_date,remain_float_hr_cnt,free_float_hr_cnt,task_type,pred_list,succ_list,succ_details,resource_list,cstr_type,cstr_type2,clndr_id,delete_record_flag
Activity ID,Activity Status,WBS Code,Activity Name,Original Duration(d),Remaining Duration(d),(*)Actual Duration(d),(*)BL1 Start,(*)Planned Start,(*)Start,(*)BL1 Finish,(*)Planned Finish,(*)Finish,(*)Remaining Float(d),(*)Free Float(d),(*)Activity Type,(*)Predecessors,(*)Successors,(*)Successor Details,(*)Resources,Primary Constraint,Secondary Constraint,Calendar Name,Delete This Row
P1A-WEST-A/B-100,Not Started,TWNU07.8.8.9.1.5,GUTTERS,5,5,0,1/23/2026 08:00,1/23/2026 08:00,1/23/2026 08:00,1/29/2026 16:00,1/29/2026 16:00,1/29/2026 16:00,-10,12,Task Dependent,"P1A-WEST-A/B-80, P1A-WEST-A/B-70, FAB/DEL-450",P1A-NORTH-B/C1-80,P1A-NORTH-B/C1-80: FS,,,,5D w/Hol 1222-1226,
P1A-WEST-A/B-70,Not Started,TWNU07.8.8.9.1.5,BUILDING EXTERIOR LIGHTS,5,5,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,-4,6,Task Dependent,"P1A-WEST-A/B-60, FAB/DEL-10",P1A-WEST-A/B-100,P1A-WEST-A/B-100: FS,,,,5D w/Hol 1222-1226,
P1A-WEST-A/B-90,Not Started,TWNU07.8.8.9.1.5,INSTALL SHUTTERS,10,10,0,1/20/2026 08:00,1/20/2026 08:00,1/20/2026 08:00,2/2/2026 16:00,2/2/2026 16:00,2/2/2026 16:00,-22,0,Task Dependent,"P1A-WEST-A/B-60, P1A-SOUTH-A-80",P1A-NORTH-B/C1-70,P1A-NORTH-B/C1-70: FS,,,,5D w/Hol 1222-1226,
P1A-WEST-A/B-10,Not Started,TWNU07.8.8.9.1.5,INSTALL STOREFRONTS FRAMES & GLASS,10,10,0,8/28/2025 08:00,8/28/2025 08:00,8/28/2025 08:00,9/11/2025 16:00,9/11/2025 16:00,9/11/2025 16:00,-50,0,Task Dependent,"P1A-SOUTH-A-10, FAB/DEL-380, FAB/DEL-630","P1A-WEST-A/B-40, P1A-WEST-A/B-20, P1A-NORTH-B/C1-10, FM-1A-EXT-DRY","P1A-WEST-A/B-40: FF 10, P1A-WEST-A/B-20: SS 4, P1A-NORTH-B/C1-10: FF 8, FM-1A-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P1A-WEST-A/B-20,Not Started,TWNU07.8.8.9.1.5,WATERPROOF FOR BRICK,1,1,0,9/4/2025 08:00,9/4/2025 08:00,9/4/2025 08:00,9/4/2025 16:00,9/4/2025 16:00,9/4/2025 16:00,7,1,Task Dependent,"P1A-WEST-A/B-10, P1A-SOUTH-A-20",P1A-WEST-A/B-30,P1A-WEST-A/B-30: FS,,,,5D w/Hol 1222-1226,
P1A-WEST-A/B-30,Not Started,TWNU07.8.8.9.1.5,INSTALL EXTERIOR BRICK,2,2,0,9/8/2025 08:00,9/8/2025 08:00,9/8/2025 08:00,9/9/2025 16:00,9/9/2025 16:00,9/9/2025 16:00,6,1,Task Dependent,"P1A-WEST-A/B-20, P1A-SOUTH-A-30",P1A-WEST-A/B-40,P1A-WEST-A/B-40: FS,,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-20,Not Started,TWNU07.8.8.9.1.6,STUCCO - (MODIFIED FROM SECTOR C1 TO A),10,10,0,9/30/2025 08:00,9/30/2025 08:00,9/30/2025 08:00,10/13/2025 16:00,10/13/2025 16:00,10/13/2025 16:00,5,0,Task Dependent,"P1A-NORTH-B/C1-10, P1A-WEST-A/B-40, FAB/DEL-420","P1A-NORTH-B/C1-30, P1B-NWCY-C2-20","P1A-NORTH-B/C1-30: FF 5, P1B-NWCY-C2-20: FF 4",,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-30,Not Started,TWNU07.8.8.9.1.6,PRIME PAINT EXTERIOR - (MODIFIED FROM SECTOR C1 TO A),6,6,0,10/13/2025 08:00,10/13/2025 08:00,10/13/2025 08:00,10/20/2025 16:00,10/20/2025 16:00,10/20/2025 16:00,5,0,Task Dependent,"P1A-NORTH-B/C1-20, P1A-WEST-A/B-50, FAB/DEL-330","P1A-NORTH-B/C1-40, P1B-NWCY-C2-30","P1A-NORTH-B/C1-40: FS, P1B-NWCY-C2-30: FS",,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-40,Not Started,TWNU07.8.8.9.1.6,FINISH PAINT BUILDING EXTERIOR - (MODIFIED FROM SECTOR C1 TO A),6,6,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/15/2026 16:00,1/15/2026 16:00,1/15/2026 16:00,-47,0,Task Dependent,"P1A-NORTH-B/C1-30, P1A-WEST-A/B-60","P1A-NORTH-B/C1-60, P1A-NORTH-B/C1-50, P1A-NORTH-B/C1-70, P1B-NWCY-C2-40, P1A-POOL-10","P1A-NORTH-B/C1-60: FS, P1A-NORTH-B/C1-50: FS, P1A-NORTH-B/C1-70: FS, P1B-NWCY-C2-40: FS, P1A-POOL-10: FS",,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-60,Not Started,TWNU07.8.8.9.1.6,INSTALL AWNINGS - (MODIFIED FROM SECTOR C1 TO A),10,10,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,2/3/2026 16:00,2/3/2026 16:00,2/3/2026 16:00,-50,0,Task Dependent,"P1A-NORTH-B/C1-40, P1A-WEST-A/B-80, FAB/DEL-470","P1A-NORTH-B/C1-80, P1B-NWCY-C2-50","P1A-NORTH-B/C1-80: FS, P1B-NWCY-C2-50: FS",,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-80,Not Started,TWNU07.8.8.9.1.6,GUTTERS - (MODIFIED FROM SECTOR C1 TO A),5,5,0,2/17/2026 08:00,2/17/2026 08:00,2/17/2026 08:00,2/23/2026 16:00,2/23/2026 16:00,2/23/2026 16:00,-22,5,Task Dependent,"P1A-NORTH-B/C1-60, P1A-NORTH-B/C1-50, P1A-NORTH-B/C1-70, P1A-WEST-A/B-100, FAB/DEL-450",P1A-POOL-10,P1A-POOL-10: FS,,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-50,Not Started,TWNU07.8.8.9.1.6,BUILDING EXTERIOR LIGHTS - (MODIFIED FROM SECTOR C1 TO A),5,5,0,1/16/2026 08:00,1/16/2026 08:00,1/16/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,-41,7,Task Dependent,"P1A-NORTH-B/C1-40, FAB/DEL-10","P1A-NORTH-B/C1-80, P1B-NWCY-C2-60","P1A-NORTH-B/C1-80: FS, P1B-NWCY-C2-60: FS",,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-70,Not Started,TWNU07.8.8.9.1.6,INSTALL SHUTTERS - (MODIFIED FROM SECTOR C1 TO A),10,10,0,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 08:00,2/16/2026 16:00,2/16/2026 16:00,2/16/2026 16:00,-22,0,Task Dependent,"P1A-NORTH-B/C1-40, P1A-WEST-A/B-90",P1A-NORTH-B/C1-80,P1A-NORTH-B/C1-80: FS,,,,5D w/Hol 1222-1226,
P1A-NORTH-B/C1-10,Not Started,TWNU07.8.8.9.1.6,INSTALL STOREFRONTS FRAMES & GLASS - (MODIFIED FROM SECTOR C1 TO A),10,10,0,9/10/2025 08:00,9/10/2025 08:00,9/10/2025 08:00,9/23/2025 16:00,9/23/2025 16:00,9/23/2025 16:00,-50,0,Task Dependent,"P1A-WEST-A/B-10, FAB/DEL-380, FAB/DEL-630","P1A-NORTH-B/C1-20, P1B-NWCY-C2-10, FM-1A-EXT-DRY","P1A-NORTH-B/C1-20: FF 7, P1B-NWCY-C2-10: FF 4, FM-1A-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-20,Not Started,TWNU07.8.8.9.7.1,STUCCO,5,5,0,10/13/2025 08:00,10/13/2025 08:00,10/13/2025 08:00,10/17/2025 16:00,10/17/2025 16:00,10/17/2025 16:00,5,0,Task Dependent,"P1B-NWCY-C2-10, P1A-NORTH-B/C1-20, FAB/DEL-420","P1B-NWCY-C2-30, P1B-WEST-C2-20","P1B-NWCY-C2-30: FF 5, P1B-WEST-C2-20: FS",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-30,Not Started,TWNU07.8.8.9.7.1,PRIME PAINT EXTERIOR,5,5,0,10/21/2025 08:00,10/21/2025 08:00,10/21/2025 08:00,10/27/2025 16:00,10/27/2025 16:00,10/27/2025 16:00,9,0,Task Dependent,"P1B-NWCY-C2-20, P1A-NORTH-B/C1-30, FAB/DEL-330","P1B-NWCY-C2-40, P1B-WEST-C2-30","P1B-NWCY-C2-40: FS, P1B-WEST-C2-30: FF 4",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-40,Not Started,TWNU07.8.8.9.7.1,FINISH PAINT BUILDING EXTERIOR,5,5,0,1/27/2026 08:00,1/27/2026 08:00,1/27/2026 08:00,2/2/2026 16:00,2/2/2026 16:00,2/2/2026 16:00,-50,0,Task Dependent,"P1B-NWCY-C2-30, P1A-NORTH-B/C1-40, P1B-EXT-01-40, P1B-EXT-02-40, P1B-EXT-03-40","P1B-NWCY-C2-50, P1B-NWCY-C2-60, P1B-WEST-C2-40, P1A-POOL-10","P1B-NWCY-C2-50: FS, P1B-NWCY-C2-60: FS, P1B-WEST-C2-40: FF 4, P1A-POOL-10: FS",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-50,Not Started,TWNU07.8.8.9.7.1,INSTALL AWNINGS,3,3,0,2/4/2026 08:00,2/4/2026 08:00,2/4/2026 08:00,2/6/2026 16:00,2/6/2026 16:00,2/6/2026 16:00,-50,0,Task Dependent,"P1B-NWCY-C2-40, P1A-NORTH-B/C1-60, FAB/DEL-470","P1B-NWCY-C2-70, P1B-WEST-C2-50","P1B-NWCY-C2-70: FS, P1B-WEST-C2-50: FS",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-70,Not Started,TWNU07.8.8.9.7.1,GUTTERS,3,3,0,2/11/2026 08:00,2/11/2026 08:00,2/11/2026 08:00,2/13/2026 16:00,2/13/2026 16:00,2/13/2026 16:00,-50,0,Task Dependent,"P1B-NWCY-C2-50, P1B-NWCY-C2-60, P1B-WEST-C2-50, FAB/DEL-450","P1B-WEST-C2-70, P1A-POOL-10","P1B-WEST-C2-70: FF 2, P1A-POOL-10: FS",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-60,Not Started,TWNU07.8.8.9.7.1,BUILDING EXTERIOR LIGHTS,3,3,0,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 08:00,2/5/2026 16:00,2/5/2026 16:00,2/5/2026 16:00,-48,1,Task Dependent,"P1B-NWCY-C2-40, P1A-NORTH-B/C1-50, FAB/DEL-10","P1B-NWCY-C2-70, P1B-WEST-C2-60","P1B-NWCY-C2-70: FS, P1B-WEST-C2-60: FS",,,,5D w/Hol 1222-1226,
P1B-NWCY-C2-10,Not Started,TWNU07.8.8.9.7.1,INSTALL STOREFRONTS FRAMES & GLASS,5,5,0,9/23/2025 08:00,9/23/2025 08:00,9/23/2025 08:00,9/29/2025 16:00,9/29/2025 16:00,9/29/2025 16:00,-50,0,Task Dependent,"P1A-NORTH-B/C1-10, P1B-C2-STRCT-60, FAB/DEL-380, FAB/DEL-630","P1B-NWCY-C2-20, P1B-WEST-C2-10, FM-1B-EXT-DRY","P1B-NWCY-C2-20: FS, P1B-WEST-C2-10: FS, FM-1B-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-20,Not Started,TWNU07.8.8.9.7.2,STUCCO,5,5,0,10/20/2025 08:00,10/20/2025 08:00,10/20/2025 08:00,10/24/2025 16:00,10/24/2025 16:00,10/24/2025 16:00,5,0,Task Dependent,"P1B-WEST-C2-10, P1B-NWCY-C2-20, FAB/DEL-420","P1B-WEST-C2-30, P1B-NORTH-C2-20","P1B-WEST-C2-30: FF 5, P1B-NORTH-C2-20: FS",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-30,Not Started,TWNU07.8.8.9.7.2,PRIME PAINT EXTERIOR,5,5,0,10/27/2025 08:00,10/27/2025 08:00,10/27/2025 08:00,10/31/2025 16:00,10/31/2025 16:00,10/31/2025 16:00,9,0,Task Dependent,"P1B-WEST-C2-20, P1B-NWCY-C2-30, FAB/DEL-330","P1B-WEST-C2-40, P1B-NORTH-C2-30","P1B-WEST-C2-40: FS, P1B-NORTH-C2-30: FS",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-40,Not Started,TWNU07.8.8.9.7.2,FINISH PAINT BUILDING EXTERIOR,5,5,0,2/2/2026 08:00,2/2/2026 08:00,2/2/2026 08:00,2/6/2026 16:00,2/6/2026 16:00,2/6/2026 16:00,-50,0,Task Dependent,"P1B-WEST-C2-30, P1B-NWCY-C2-40","P1B-WEST-C2-50, P1B-WEST-C2-60, P1B-NORTH-C2-40, P1A-RECAREA-10","P1B-WEST-C2-50: FS, P1B-WEST-C2-60: FS, P1B-NORTH-C2-40: FS, P1A-RECAREA-10: FS",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-50,Not Started,TWNU07.8.8.9.7.2,INSTALL AWNINGS,3,3,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/11/2026 16:00,2/11/2026 16:00,2/11/2026 16:00,-50,0,Task Dependent,"P1B-WEST-C2-40, P1B-NWCY-C2-50, FAB/DEL-470","P1B-WEST-C2-70, P1B-NWCY-C2-70, P1B-NORTH-C2-50","P1B-WEST-C2-70: FS, P1B-NWCY-C2-70: FF 2, P1B-NORTH-C2-50: FS",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-70,Not Started,TWNU07.8.8.9.7.2,GUTTERS,3,3,0,2/13/2026 08:00,2/13/2026 08:00,2/13/2026 08:00,2/17/2026 16:00,2/17/2026 16:00,2/17/2026 16:00,-50,0,Task Dependent,"P1B-WEST-C2-50, P1B-WEST-C2-60, P1B-NWCY-C2-70, FAB/DEL-450","P1B-NORTH-C2-70, P1A-RECAREA-10","P1B-NORTH-C2-70: FS, P1A-RECAREA-10: FF 3",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-60,Not Started,TWNU07.8.8.9.7.2,BUILDING EXTERIOR LIGHTS,3,3,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/11/2026 16:00,2/11/2026 16:00,2/11/2026 16:00,-49,1,Task Dependent,"P1B-WEST-C2-40, P1B-NWCY-C2-60, FAB/DEL-10","P1B-WEST-C2-70, P1B-NORTH-C2-60","P1B-WEST-C2-70: FS, P1B-NORTH-C2-60: FS",,,,5D w/Hol 1222-1226,
P1B-WEST-C2-10,Not Started,TWNU07.8.8.9.7.2,INSTALL STOREFRONTS FRAMES & GLASS,5,5,0,9/30/2025 08:00,9/30/2025 08:00,9/30/2025 08:00,10/6/2025 16:00,10/6/2025 16:00,10/6/2025 16:00,-50,0,Task Dependent,"P1B-NWCY-C2-10, FAB/DEL-380, FAB/DEL-630","P1B-WEST-C2-20, P1B-NORTH-C2-10, FM-1B-EXT-DRY","P1B-WEST-C2-20: FS, P1B-NORTH-C2-10: FS, FM-1B-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-20,Not Started,TWNU07.8.8.9.7.3,STUCCO,5,5,0,10/27/2025 08:00,10/27/2025 08:00,10/27/2025 08:00,10/31/2025 16:00,10/31/2025 16:00,10/31/2025 16:00,5,0,Task Dependent,"P1B-NORTH-C2-10, P1B-WEST-C2-20, FAB/DEL-420","P1B-NORTH-C2-30, P2-NWECY-D1/2-20","P1B-NORTH-C2-30: FF 5, P2-NWECY-D1/2-20: FS",,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-30,Not Started,TWNU07.8.8.9.7.3,PRIME PAINT EXTERIOR,5,5,0,11/3/2025 08:00,11/3/2025 08:00,11/3/2025 08:00,11/7/2025 16:00,11/7/2025 16:00,11/7/2025 16:00,9,0,Task Dependent,"P1B-NORTH-C2-20, P1B-WEST-C2-30, FAB/DEL-330","P1B-NORTH-C2-40, P2-NWECY-D1/2-30","P1B-NORTH-C2-40: FS, P2-NWECY-D1/2-30: FS",,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-40,Not Started,TWNU07.8.8.9.7.3,FINISH PAINT BUILDING EXTERIOR,5,5,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/13/2026 16:00,2/13/2026 16:00,2/13/2026 16:00,-50,0,Task Dependent,"P1B-NORTH-C2-30, P1B-WEST-C2-40","P1B-NORTH-C2-50, P1B-NORTH-C2-60, P2-NWECY-D1/2-40","P1B-NORTH-C2-50: FS, P1B-NORTH-C2-60: FS, P2-NWECY-D1/2-40: FS",,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-50,Not Started,TWNU07.8.8.9.7.3,INSTALL AWNINGS,3,3,0,2/16/2026 08:00,2/16/2026 08:00,2/16/2026 08:00,2/18/2026 16:00,2/18/2026 16:00,2/18/2026 16:00,-45,0,Task Dependent,"P1B-NORTH-C2-40, P1B-WEST-C2-50, FAB/DEL-470","P1B-NORTH-C2-70, P2-NWECY-D1/2-50","P1B-NORTH-C2-70: FS, P2-NWECY-D1/2-50: FS",,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-70,Not Started,TWNU07.8.8.9.7.3,GUTTERS,3,3,0,2/19/2026 08:00,2/19/2026 08:00,2/19/2026 08:00,2/23/2026 16:00,2/23/2026 16:00,2/23/2026 16:00,-38,2,Task Dependent,"P1B-NORTH-C2-50, P1B-NORTH-C2-60, P1B-WEST-C2-70, FAB/DEL-450",P2-NWECY-D1/2-70,P2-NWECY-D1/2-70: FS,,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-60,Not Started,TWNU07.8.8.9.7.3,BUILDING EXTERIOR LIGHTS,3,3,0,2/16/2026 08:00,2/16/2026 08:00,2/16/2026 08:00,2/18/2026 16:00,2/18/2026 16:00,2/18/2026 16:00,-40,0,Task Dependent,"P1B-NORTH-C2-40, P1B-WEST-C2-60, FAB/DEL-10","P1B-NORTH-C2-70, P2-NWECY-D1/2-60","P1B-NORTH-C2-70: FS, P2-NWECY-D1/2-60: FS",,,,5D w/Hol 1222-1226,
P1B-NORTH-C2-10,Not Started,TWNU07.8.8.9.7.3,INSTALL STOREFRONTS FRAMES & GLASS,5,5,0,10/7/2025 08:00,10/7/2025 08:00,10/7/2025 08:00,10/13/2025 16:00,10/13/2025 16:00,10/13/2025 16:00,-50,0,Task Dependent,"P1B-WEST-C2-10, FAB/DEL-380, FAB/DEL-630","P1B-NORTH-C2-20, P2-NWECY-D1/2-10, FM-1B-EXT-DRY","P1B-NORTH-C2-20: FS, P2-NWECY-D1/2-10: FS, FM-1B-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-20,Not Started,TWNU07.8.8.9.4.1,STUCCO,10,10,0,11/10/2025 08:00,11/10/2025 08:00,11/10/2025 08:00,11/21/2025 16:00,11/21/2025 16:00,11/21/2025 16:00,5,0,Task Dependent,"P2-NORTH-D1/2-10, P2-NWECY-D1/2-20, FAB/DEL-420","P2-NORTH-D1/2-30, P2-EAST-D1/2-20","P2-NORTH-D1/2-30: FF 5, P2-EAST-D1/2-20: FS",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-30,Not Started,TWNU07.8.8.9.4.1,PRIME PAINT EXTERIOR,6,6,0,11/21/2025 08:00,11/21/2025 08:00,11/21/2025 08:00,12/2/2025 16:00,12/2/2025 16:00,12/2/2025 16:00,5,0,Task Dependent,"P2-NORTH-D1/2-20, P2-NWECY-D1/2-30, FAB/DEL-330","P2-NORTH-D1/2-40, P2-EAST-D1/2-30","P2-NORTH-D1/2-40: FS, P2-EAST-D1/2-30: FS",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-40,Not Started,TWNU07.8.8.9.4.1,FINISH PAINT BUILDING EXTERIOR,6,6,0,2/23/2026 08:00,2/23/2026 08:00,2/23/2026 08:00,3/2/2026 16:00,3/2/2026 16:00,3/2/2026 16:00,-50,0,Task Dependent,"P2-NORTH-D1/2-30, P2-NWECY-D1/2-40","P2-NORTH-D1/2-60, P2-NORTH-D1/2-50, P2-EAST-D1/2-40","P2-NORTH-D1/2-60: FS, P2-NORTH-D1/2-50: FS, P2-EAST-D1/2-40: FS",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-60,Not Started,TWNU07.8.8.9.4.1,INSTALL AWNINGS,10,10,0,3/3/2026 08:00,3/3/2026 08:00,3/3/2026 08:00,3/16/2026 16:00,3/16/2026 16:00,3/16/2026 16:00,-50,0,Task Dependent,"P2-NORTH-D1/2-40, P2-NWECY-D1/2-50, FAB/DEL-470","P2-NORTH-D1/2-80, P2-EAST-D1/2-60","P2-NORTH-D1/2-80: FS, P2-EAST-D1/2-60: FS",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-80,Not Started,TWNU07.8.8.9.4.1,GUTTERS,5,5,0,3/17/2026 08:00,3/17/2026 08:00,3/17/2026 08:00,3/23/2026 16:00,3/23/2026 16:00,3/23/2026 16:00,-50,0,Task Dependent,"P2-NORTH-D1/2-60, P2-NORTH-D1/2-50, P2-NWECY-D1/2-70, FAB/DEL-450","P2-EAST-D1/2-70, SITEDEV-N-50","P2-EAST-D1/2-70: FS, SITEDEV-N-50: FS",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-50,Not Started,TWNU07.8.8.9.4.1,BUILDING EXTERIOR LIGHTS,5,5,0,3/3/2026 08:00,3/3/2026 08:00,3/3/2026 08:00,3/9/2026 16:00,3/9/2026 16:00,3/9/2026 16:00,-45,0,Task Dependent,"P2-NORTH-D1/2-40, P2-NWECY-D1/2-60, FAB/DEL-10","P2-NORTH-D1/2-80, P2-EAST-D1/2-50","P2-NORTH-D1/2-80: FS, P2-EAST-D1/2-50: FS",,,,5D w/Hol 1222-1226,
P2-NORTH-D1/2-10,Not Started,TWNU07.8.8.9.4.1,INSTALL STOREFRONTS FRAMES & GLASS,10,10,0,10/20/2025 08:00,10/20/2025 08:00,10/20/2025 08:00,10/31/2025 16:00,10/31/2025 16:00,10/31/2025 16:00,-50,0,Task Dependent,"P2-NWECY-D1/2-10, FAB/DEL-380, FAB/DEL-630","P2-NORTH-D1/2-20, P2-EAST-D1/2-10, FM-P2-EXT-DRY","P2-NORTH-D1/2-20: FF 7, P2-EAST-D1/2-10: FS, FM-P2-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-20,Not Started,TWNU07.8.8.9.4.2,STUCCO,5,5,0,11/24/2025 08:00,11/24/2025 08:00,11/24/2025 08:00,12/2/2025 16:00,12/2/2025 16:00,12/2/2025 16:00,19,0,Task Dependent,"P2-EAST-D1/2-10, P2-NORTH-D1/2-20, FAB/DEL-420",P2-EAST-D1/2-30,P2-EAST-D1/2-30: FF 5,,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-30,Not Started,TWNU07.8.8.9.4.2,PRIME PAINT EXTERIOR,5,5,0,12/3/2025 08:00,12/3/2025 08:00,12/3/2025 08:00,12/9/2025 16:00,12/9/2025 16:00,12/9/2025 16:00,19,56,Task Dependent,"P2-EAST-D1/2-20, P2-NORTH-D1/2-30, FAB/DEL-330",P2-EAST-D1/2-40,P2-EAST-D1/2-40: FS,,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-40,Not Started,TWNU07.8.8.9.4.2,FINISH PAINT BUILDING EXTERIOR,5,5,0,3/3/2026 08:00,3/3/2026 08:00,3/3/2026 08:00,3/9/2026 16:00,3/9/2026 16:00,3/9/2026 16:00,-37,0,Task Dependent,"P2-EAST-D1/2-30, P2-NORTH-D1/2-40","P2-EAST-D1/2-60, P2-EAST-D1/2-50","P2-EAST-D1/2-60: FS, P2-EAST-D1/2-50: FS",,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-60,Not Started,TWNU07.8.8.9.4.2,INSTALL AWNINGS,3,3,0,3/17/2026 08:00,3/17/2026 08:00,3/17/2026 08:00,3/19/2026 16:00,3/19/2026 16:00,3/19/2026 16:00,-42,2,Task Dependent,"P2-EAST-D1/2-40, P2-NORTH-D1/2-60, FAB/DEL-470",P2-EAST-D1/2-70,P2-EAST-D1/2-70: FS,,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-70,Not Started,TWNU07.8.8.9.4.2,GUTTERS,3,3,0,3/24/2026 08:00,3/24/2026 08:00,3/24/2026 08:00,3/26/2026 16:00,3/26/2026 16:00,3/26/2026 16:00,-44,0,Task Dependent,"P2-EAST-D1/2-60, P2-EAST-D1/2-50, P2-NORTH-D1/2-80, FAB/DEL-450","P1A-DOGPARK-10, SITEDEV-E-50","P1A-DOGPARK-10: FS, SITEDEV-E-50: FS",,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-50,Not Started,TWNU07.8.8.9.4.2,BUILDING EXTERIOR LIGHTS,3,3,0,3/10/2026 08:00,3/10/2026 08:00,3/10/2026 08:00,3/12/2026 16:00,3/12/2026 16:00,3/12/2026 16:00,-37,7,Task Dependent,"P2-EAST-D1/2-40, P2-NORTH-D1/2-50, FAB/DEL-10",P2-EAST-D1/2-70,P2-EAST-D1/2-70: FS,,,,5D w/Hol 1222-1226,
P2-EAST-D1/2-10,Not Started,TWNU07.8.8.9.4.2,INSTALL STOREFRONTS FRAMES & GLASS,5,5,0,11/3/2025 08:00,11/3/2025 08:00,11/3/2025 08:00,11/7/2025 16:00,11/7/2025 16:00,11/7/2025 16:00,-50,0,Task Dependent,"P2-NORTH-D1/2-10, FAB/DEL-380, FAB/DEL-630","P2-EAST-D1/2-20, FM-P2-EXT-DRY","P2-EAST-D1/2-20: FS, FM-P2-EXT-DRY: FF",,,,5D w/Hol 1222-1226,
P2-NWECY-D1/2-20,Not Started,TWNU07.8.8.9.4.3,STUCCO,5,5,0,11/3/2025 08:00,11/3/2025 08:00,11/3/2025 08:00,11/7/2025 16:00,11/7/2025 16:00,11/7/2025 16:00,5,0,Task Dependent,"P2-NWECY-D1/2-10, P1B-NORTH-C2-20, FAB/DEL-420","P2-NWECY-D1/2-30, P2-NORTH-D1/2-20","P2-NWECY-D1/2-30: FF 5, P2-NORTH-D1/2-20: FS",,,,5D w/Hol 1222-1226,
P2-NWECY-D1/2-30,Not Started,TWNU07.8.8.9.4.3,PRIME PAINT EXTERIOR,5,5,0,11/10/2025 08:00,11/10/2025 08:00,11/10/2025 08:00,11/14/2025 16:00,11/14/2025 16:00,11/14/2025 16:00,9,4,Task Dependent,"P2-NWECY-D1/2-20, P1B-NORTH-C2-30, FAB/DEL-330","P2-NWECY-D1/2-40, P2-NORTH-D1/2-30","P2-NWECY-D1/2-40: FS, P2-NORTH-D1/2-30: FS",,,,5D w/Hol 1222-1226,
