csi_code,csi_code_description
09 54 23,LinearMetalCeilings
09 54 26,SuspendedWoodCeilings
09 54 29,SuspendedPlasticCeilings
09 54 33,DecorativePanelCeilings
09 54 36,SuspendedDecorativeGrids
09 54 43,Stretched-FabricCeilingSystems
09 54 46,Fabric-WrappedCeilingPanels
09 54 53,FiberglassReinforcedPanelCeilings
09 56 00,TexturedCeilings
09 56 13,Gypsum-PanelTexturedCeilings
09 56 16,Metal-PanelTexturedCeilings
09 57 00,SpecialFunctionCeilings
09 57 53,SecurityCeilingAssemblies
09 58 00,IntegratedCeilingAssemblies
09 60 00,Flooring
09 61 00,FlooringTreatment
09 61 13,Slip-ResistantFlooringTreatment
09 61 19,ConcreteFloorStaining
09 61 36,Static-ResistantFlooringTreatment
09 62 00,SpecialtyFlooring
09 62 13,AsphalticPlankFlooring
09 62 19,LaminateFlooring
09 62 23,BambooFlooring
09 62 26,LeatherFlooring
09 62 29,CorkFlooring
09 62 35,Acid-ResistantFlooring
09 62 48,AcousticFlooring
09 62 53,SyntheticTurfFlooring
09 62 63,MetalFlooring
09 62 63,AluminumFlooring
09 62 63,StainlessSteelFlooring
09 62 83,StructuralGlassFlooring
09 63 00,MasonryFlooring
09 63 13,BrickFlooring
09 63 13,Chemical-ResistantBrickFlooring
09 63 40,StoneFlooring
09 63 43,CompositionStoneFlooring
09 64 00,WoodFlooring
09 64 16,WoodBlockFlooring
09 64 19,WoodCompositionFlooring
09 64 23,WoodParquetFlooring
09 64 23,Acrylic-ImpregnatedWoodParquetFlooring
09 64 29,WoodStripandPlankFlooring
09 64 33,LaminatedWoodFlooring
09 64 53,ResilientWoodFlooringAssemblies
09 64 66,WoodAthleticFlooring
09 65 00,ResilientFlooring
09 65 13,ResilientBaseandAccessories
09 65 13,ResilientBase
09 65 13,ResilientStairTreadsandRisers
09 65 13,ResilientStairNosings
09 65 13,ResilientAccessories
09 65 13,ResilientCarpetTransitions
09 65 16,ResilientSheetFlooring
09 65 16,VinylSheetFlooring
09 65 16,RubberSheetFlooring
09 65 16,PVC-FreeSheetFlooring
09 65 19,ResilientTileFlooring
09 65 19,VinylCompositionTileFlooring
09 65 19,VinylTileFlooring
09 65 19,RubberTileFlooring
09 65 19,PolyesterCompositionTileFlooring
09 65 33,ConductiveResilientFlooring
09 65 36,Static-ControlResilientFlooring
09 65 36,Static-DissipativeResilientFlooring
09 65 36,Static-ResistantResilientFlooring
09 65 43,LinoleumFlooring
09 65 66,ResilientAthleticFlooring
09 66 00,TerrazzoFlooring
09 66 13,PortlandCementTerrazzoFlooring
09 66 13,SandCushionTerrazzoFlooring
09 66 13,MonolithicTerrazzoFlooring
09 66 13,BondedTerrazzoFlooring
09 66 13,PalladinaTerrazzoFlooring
09 66 13,RusticTerrazzoFlooring
09 66 13,StructuralTerrazzoFlooring
09 66 16,TerrazzoFloorTile
09 66 16,PortlandCementTerrazzoFloorTile
09 66 16,Plastic-MatrixTerrazzoFloorTile
09 66 23,ResinousMatrixTerrazzoFlooring
09 66 23,PolyacrylateModifiedCementitiousTerrazzoFlooring
09 66 23,Epoxy-ResinTerrazzoFlooring
09 66 23,Polyester-ResinTerrazzoFlooring
09 66 33,ConductiveTerrazzoFlooring
09 66 33,ConductiveEpoxy-ResinTerrazzo
09 66 33,ConductivePolyester-ResinTerrazzoFlooring
09 66 33,ConductivePlastic-MatrixTerrazzoFlooring
09 67 00,Fluid-AppliedFlooring
09 67 13,ElastomericLiquidFlooring
09 67 13,ConductiveElastomericLiquidFlooring
09 67 16,Epoxy-MarbleChipFlooring
09 67 19,Magnesium-OxychlorideFlooring
09 67 23,ResinousFlooring
09 67 26,QuartzFlooring
09 67 66,Fluid-AppliedAthleticFlooring
09 68 00,Carpeting
09 68 13,TileCarpeting
09 68 16,SheetCarpeting
09 69 00,AccessFlooring
09 69 13,Rigid-GridAccessFlooring
09 69 16,Snap-onStringerAccessFlooring
09 69 19,StringerlessAccessFlooring
09 69 33,Low-ProfileFixedHeightAccessFlooring
09 69 53,AccessFlooringAccessories
09 69 56,AccessFlooringStairsandStringers
09 70 00,WallFinishes
09 72 00,WallCoverings
09 72 13,CorkWallCoverings
09 72 16,Vinyl-CoatedFabricWallCoverings
09 72 16,FlexibleVinylWallCoverings
09 72 16,Rigid-SheetVinylWallCoverings
09 72 19,TextileWallCoverings
09 72 23,Wallpapering
09 73 00,WallCarpeting
09 74 00,FlexibleWoodSheets
09 74 13,WoodWallCoverings
09 74 16,FlexibleWoodVeneers
09 75 00,StoneFacing
09 75 13,StoneWallFacing
09 75 19,StoneTrim
09 75 19,StoneBase
09 75 19,StoneWindowStools
09 75 23,SimulatedStoneWallFacing
09 76 00,PlasticBlocks
09 77 00,SpecialWallSurfacing
09 77 13,Stretched-FabricWallSystems
09 77 23,Fabric-WrappedPanels
09 77 33,TerrazzoWallFinish
09 77 53,VegetatedWallSystems
09 78 00,InteriorWallPaneling
09 78 13,MetalInteriorWallPaneling
09 78 16,Stone-FacedInteriorWallPaneling
09 78 19,CementitiousInteriorWallPaneling
09 78 23,PhenolicInteriorWallPaneling
09 80 00,AcousticTreatment
09 81 00,AcousticInsulation
09 81 13,AcousticBoardInsulation
09 81 16,AcousticBlanketInsulation
09 81 29,SprayedAcousticInsulation
09 83 00,AcousticFinishes
09 83 13,AcousticWallCoating
09 83 16,AcousticCeilingCoating
09 83 22,AcousticDrapery
09 84 00,AcousticRoomComponents
09 84 13,FixedSound-AbsorptivePanels
09 84 14,AcousticStretched-FabricWallSystems
09 84 16,FixedSound-ReflectivePanels
09 84 23,MoveableSound-AbsorptivePanels
09 84 26,MoveableSound-ReflectivePanels
09 84 33,Sound-AbsorbingWallUnits
09 84 36,Sound-AbsorbingCeilingUnits
09 90 00,PaintingandCoating
09 91 00,Painting
09 91 13,ExteriorPainting
09 91 23,InteriorPainting
09 93 00,StainingandTransparentFinishing
09 93 13,ExteriorStainingandFinishing
09 93 13,ExteriorStaining
09 93 14,ExteriorFinishing
09 93 23,InteriorStainingandFinishing
09 93 23,InteriorStaining
09 93 24,InteriorFinishing
09 94 00,DecorativeFinishing
09 94 13,TexturedFinishing
09 94 16,FauxFinishing
09 94 19,MulticolorInteriorFinishing
09 94 23,Gilding
09 96 00,High-PerformanceCoatings
09 96 13,Abrasion-ResistantCoatings
09 96 23,Graffiti-ResistantCoatings
09 96 26,MarineCoatings
09 96 33,High-Temperature-ResistantCoatings
09 96 35,Chemical-ResistantCoatings
09 96 43,Fire-RetardantCoatings
09 96 46,IntumescentPainting
09 96 53,ElastomericCoatings
09 96 56,EpoxyCoatings
09 96 59,High-BuildGlazedCoatings
09 96 63,TexturedPlasticCoatings
09 96 66,AggregateWallCoatings
09 97 00,SpecialCoatings
09 97 13,SteelCoatings
09 97 13,InteriorSteelCoatings
09 97 13,ExteriorSteelCoatings
09 97 13,SteelWaterStorageTankPainting
09 97 23,ConcreteandMasonryCoatings
09 97 23,ConcreteWaterStorageTankPainting
09 97 26,CementitiousCoatings
09 97 26,InteriorCementitiousCoatings
09 97 26,ExteriorCementitiousCoatings
09 97 35,DryEraseCoatings
10 00 00,Specialties
03 68 00,OperationandMaintenanceofSpecialties
04 04 52,OperationandMaintenanceofInformationSpecialties
04 41 05,OperationandMaintenanceofInteriorSpecialties
04 77 57,OperationandMaintenanceofFireplacesandStoves
05 14 10,OperationandMaintenanceofSafetySpecialties
05 50 62,OperationandMaintenanceofStorageSpecialties
06 23 67,OperationandMaintenanceofExteriorSpecialties
06 60 20,OperationandMaintenanceofOtherSpecialties
03 68 04,CommonWorkResultsforSpecialties
03 86 30,SelectiveDemolitionforSpecialties
03 68 05,SchedulesforSpecialties
04 04 57,SchedulesforInformationSpecialties
10 06 10,ExteriorSignageSchedule
10 06 10,InteriorSignageSchedule
04 41 10,SchedulesforInteriorSpecialties
10 06 20,"Toilet,Bath,andLaundryAccessorySchedule"
04 77 62,SchedulesforFireplacesandStoves
05 14 15,SchedulesforSafetySpecialties
05 50 67,SchedulesforStorageSpecialties
06 23 72,SchedulesforExteriorSpecialties
06 60 25,SchedulesforOtherSpecialties
03 68 07,CommissioningofSpecialties
03 68 09,InformationSpecialties
03 68 10,VisualDisplayUnits
04 15 58,Chalkboards
10 11 13,FixedChalkboards
10 11 13,Modular-Support-MountedChalkboards
10 11 13,Rail-MountedChalkboards
10 11 13,PortableChalkboards
04 26 54,Markerboards
10 11 16,FixedMarkerboards
10 11 16,Modular-Support-MountedMarkerboards
10 11 16,Rail-MountedMarkerboards
10 11 16,PortableMarkerboards
10 11 17,ElectronicMarkerboards
04 52 10,Tackboards
10 11 23,FixedTackboards
10 11 23,Modular-Support-MountedTackboards
10 11 23,Rail-MountedTackboards
10 11 23,PortableTackboards
04 88 63,SlidingVisualDisplayUnits
10 11 33,Horizontal-SlidingVisualDisplayUnits
10 11 33,Vertical-SlidingVisualDisplayUnits
04 99 59,VisualDisplayConferenceUnits
05 10 54,VisualDisplayRails
05 25 15,VisualDisplayWallPanels
05 36 11,VisualDisplayFabrics
03 68 11,DisplayCases
03 68 12,Directories
04 15 60,ElectronicDirectories
04 52 12,IlluminatedDirectories
03 68 13,Signage
04 26 57,Plaques
04 37 52,DimensionalLetterSignage
04 52 13,PanelSignage
10 14 23,EngravedPanelSignage
04 63 09,PostandPanel/PylonSignage
04 88 66,IlluminatedPanelSignage
05 25 18,PhotoluminescentSignage
05 61 71,TrafficSignage
10 14 53,TransportationReferenceMarkers
05 98 23,ElectronicMessageSignage
06 01 89,AudibleSignage
06 09 19,FloatingSignage
06 12 84,TactileSignage
03 68 16,TelephoneSpecialties
04 15 64,TelephoneDirectoryUnits
04 26 60,TelephoneEnclosures
10 17 16,TelephoneStalls
10 17 16,TelephoneAlcoves
04 37 55,TelephoneShelving
03 68 17,InformationalKiosks
03 68 19,InteriorSpecialties
03 68 20,CompartmentsandCubicles
04 15 68,ToiletCompartments
10 21 13,MetalToiletCompartments
10 21 13,Stainless-SteelToiletCompartments
10 21 13,Plastic-Laminate-CladToiletCompartments
10 21 13,Phenolic-CoreToiletCompartments
10 21 13,PlasticToiletCompartments
10 21 13,ParticleboardToiletCompartments
10 21 13,StoneToiletCompartments
04 26 64,ShowerandDressingCompartments
10 21 16,MetalShowerandDressingCompartments
10 21 16,Stainless-SteelShowerandDressingCompartments
10 21 16,Plastic-Laminate-CladShowerandDressingCompartments
10 21 16,Phenolic-CoreShowerandDressingCompartments
10 21 16,PlasticShowerandDressingCompartments
10 21 16,ParticleboardShowerandDressingCompartments
10 21 16,StoneShowerandDressingCompartments
04 52 20,CubicleCurtainsandTrack
10 21 23,CubicleCurtains
10 21 23,CubicleTrackandHardware
04 63 16,RoomDarkeningCurtainsandTracks
03 68 21,Partitions
04 15 69,WireMeshPartitions
04 19 34,ExpandedMetalPartitions
04 26 65,FoldingGates
04 37 60,DemountablePartitions
10 22 19,DemountableMetalPartitions
10 22 19,DemountableWoodPartitions
10 22 19,DemountablePlasticPartitions
10 22 19,DemountableCompositePartitions
10 22 20,DemountableGypsumPartitions
04 52 21,"PortablePartitions,Screens,andPanels"
10 22 23,WallScreens
10 22 23,MovablePanelSystems
04 88 74,AccordionFoldingPartitions
04 99 70,CoilingPartitions
05 10 65,FoldingPanelPartitions
10 22 39,FoldingGlass-PanelPartitions
05 25 26,SlidingPartitions
03 68 24,ServiceWalls
04 15 72,PatientBedServiceWalls
04 26 68,ModularServiceWalls
03 68 25,WallandDoorProtection
04 15 73,CornerGuards
04 26 69,BumperGuards
10 26 16,BumperRails
10 26 16,ProtectiveCorridorHandrails
04 52 25,ProtectiveWallCovering
10 26 23,ImpactResistantWallProtection
10 26 23,FiberglassReinforcedProtectiveWallCovering
04 88 78,DoorandFrameProtection
05 18 00,BulletResistantPanels
03 68 27,"Toilet,Bath,andLaundryAccessories"
04 15 75,ToiletAccessories
10 28 13,CommercialToiletAccessories
10 28 13,HealthcareToiletAccessories
10 28 14,SecurityToiletAccessories
10 28 14,DetentionToiletAccessories
04 26 71,BathAccessories
10 28 16,ResidentialBathAccessories
04 37 66,TubandShowerEnclosures
10 28 19,ShowerDoors
10 28 19,TubDoors
04 52 27,LaundryAccessories
10 28 23,Built-InIroningBoards
10 28 23,ClothesDryingRacks
04 63 23,HygieneandCustodialAccessories
03 68 29,FireplacesandStoves
03 68 30,ManufacturedFireplaces
04 15 78,ManufacturedFireplaceChimneys
04 26 74,ManufacturedFireplaceForms
10 32 00,FireplaceSpecialties
10 32 13,FireplaceDampers
10 32 16,FireplaceInserts
10 32 19,FireplaceScreens
10 32 23,FireplaceDoors
10 32 26,FireplaceWaterHeaters
10 35 00,Stoves
10 35 13,HeatingStoves
10 35 23,CookingStoves
10 40 00,SafetySpecialties
10 41 00,EmergencyAccessandInformationCabinets
10 41 13,FireDepartmentPlanCabinets
10 41 16,EmergencyKeyCabinets
10 43 00,EmergencyAidSpecialties
10 43 13,DefibrillatorCabinets
10 43 16,FirstAidCabinets
10 43 21,AccessibilityEvacuationChairs
10 43 31,RespirationEquipment
10 43 33,BreathingAirReplenishmentSystems
10 44 00,FireProtectionSpecialties
10 44 13,FireProtectionCabinets
10 44 14,SecurityFireExtinguisherCabinets
10 44 16,FireExtinguishers
10 44 16,PortableFireExtinguishers
10 44 16,WheeledFireExtinguisherUnits
10 44 19,FireBlankets
10 44 43,FireExtinguisherAccessories
10 45 00,PhotoluminescentExitSpecialties
10 50 00,StorageSpecialties
10 51 00,Lockers
10 51 13,MetalLockers
10 51 13,Coin-OperatedMetalLockers
10 51 16,WoodLockers
10 51 23,Plastic-Laminate-CladLockers
10 51 26,PlasticLockers
10 51 26,RecycledPlasticLockers
10 51 29,PhenolicLockers
10 51 33,GlassLockers
10 51 43,WireMeshStorageLockers
10 51 53,LockerRoomBenches
10 55 00,PostalSpecialties
10 55 13,CentralMailDeliveryBoxes
10 55 13,ClusterBoxUnits
10 55 16,MailCollectionBoxes
10 55 19,ReceivingBoxes
10 55 23,MailBoxes
10 55 23,ApartmentMailBoxes
10 55 23,MailBoxDirectories
10 55 23,MailBoxKeyKeepers
10 55 26,ParcelLockers
10 55 33,DataDistributionBoxes
10 55 36,PackageDepositories
10 55 91,MailChutes
10 56 00,StorageAssemblies
10 56 13,MetalStorageShelving
10 56 13,End-Panel-SupportMetalStorageShelving
10 56 13,Post-and-ShelfMetalStorageShelving
10 56 13,Post-and-BeamMetalStorageShelving
10 56 13,CantileverMetalStorageShelving
10 56 16,FabricatedWoodStorageShelving
10 56 17,Wall-MountedStandardsandShelving
10 56 19,PlasticStorageShelving
10 56 19,RecycledPlasticStorageShelving
10 56 23,WireStorageShelving
10 56 26,MobileStorageShelving
10 56 26,ManualMobileStorageShelving
10 56 26,MotorizedMobileStorageShelving
10 56 29,StorageRacks
10 56 29,FlowStorageRacks
10 56 29,PalletStorageRacks
10 56 29,Movable-ShelfStorageRacks
10 56 29,StackerStorageRacks
10 56 29,CantileverStorageRacks
10 56 29,Drive-InStorageRacks
10 56 29,Drive-ThroughStorageRacks
10 56 29,WineStorageRacks
10 56 33,MercantileStorageAssemblies
10 57 00,WardrobeandClosetSpecialties
10 57 13,HatandCoatRacks
10 57 16,BootRacks
10 57 23,ClosetandUtilityShelving
10 57 23,WireClosetandUtilityShelving
10 57 23,Plastic-Laminate-CladClosetandUtilityShelving
10 57 23,WoodClosetandUtilityShelving
10 57 33,ClosetandUtilityShelvingHardware
10 57 36,ClosetDoors
10 57 36,SlidingClosetDoors
10 57 36,BifoldClosetDoors
10 70 00,ExteriorSpecialties
10 71 00,ExteriorProtection
10 71 13,ExteriorSunControlDevices
10 71 13,ExteriorShutters
10 71 13,RollingExteriorShutters
10 71 13,CoilingExteriorShutters
10 71 13,DecorativeExteriorShutters
10 71 13,Side-HingedExteriorShutters
10 71 13,FixedSunScreens
10 71 14,ExteriorDaylightingDevices
10 71 16,StormPanels
10 71 16,DemountableStormPanels
10 71 16,MovableStormPanels
10 71 19,FloodBarriers
10 71 19,RemovableFloodBarriers
10 73 00,ProtectiveCovers
10 73 13,Awnings
10 73 13,MetalAwnings
10 73 13,FabricAwnings
10 73 13,PointSupportedGlassAwnings
10 73 16,Canopies
10 73 16,MetalCanopies
10 73 16,FabricCanopies
10 73 16,GlazedCanopies
10 73 16,PointSupportedGlassCanopies
10 73 23,CarShelters
10 73 26,WalkwayCoverings
10 73 26,MetalWalkwayCoverings
10 73 26,FabricWalkwayCoverings
10 73 26,GlazedWalkwayCoverings
10 73 26,PointSupportedGlassWalkwayCoverings
10 73 33,Marquees
10 73 43,TransportationStopShelters
10 74 00,ManufacturedExteriorSpecialties
10 74 13,ExteriorClocks
10 74 23,Cupolas
10 74 26,Spires
10 74 29,Steeples
10 74 33,Weathervanes
10 74 43,Below-GradeEgressAssemblies
10 74 46,WindowWells
10 75 00,Flagpoles
10 75 13,AutomaticFlagpoles
10 75 16,Ground-SetFlagpoles
10 75 19,NauticalFlagpoles
10 75 23,Wall-MountedFlagpoles
10 75 26,Roof-MountedFlagpoles
10 75 29,Plaza-MountedFlagpoles
10 80 00,OtherSpecialties
10 81 00,PestControlDevices
10 81 13,BirdControlDevices
10 81 16,InsectControlDevices
10 81 19,RodentControlDevices
10 82 00,GrillesandScreens
10 82 13,ExteriorGrillesandScreens
10 82 19,ExteriorSoundScreens
10 82 23,InteriorGrillesandScreens
10 83 00,FlagsandBanners
10 83 13,Flags
10 83 16,Banners
10 84 00,GasLighting
10 84 13,ExteriorGasLighting
10 84 16,InteriorGasLighting
10 86 00,SecurityMirrorsandDomes
10 88 00,Scales
11 00 00,Equipment
03 68 31,OperationandMaintenanceofEquipment
04 04 83,OperationandMaintenanceofVehicleandPedestrianEquipment
04 41 36,OperationandMaintenanceofCommercialEquipment
04 77 88,OperationandMaintenanceofResidentialEquipment
05 14 41,OperationandMaintenanceofFoodserviceEquipment
05 50 93,OperationandMaintenanceofEducationalandScientificEquipment
05 72 85,OperationandMaintenanceofObservatoryEquipment
05 87 46,OperationandMaintenanceofEntertainmentandRecreationEquipment
06 23 98,OperationandMaintenanceofHealthcareEquipment
06 60 51,OperationandMaintenanceofFacilityMaintenanceandOperation
,Equipment
06 97 03,OperationandMaintenanceofOtherEquipment
03 68 35,CommonWorkResultsforEquipment
03 86 61,SelectiveDemolitionforEquipment
04 15 83,CommonMotorRequirementsforEquipment
03 68 36,SchedulesforEquipment
04 04 88,SchedulesforVehicleandPedestrianEquipment
04 41 41,SchedulesforCommercialEquipment
04 77 93,SchedulesforResidentialEquipment
05 14 46,SchedulesforFoodserviceEquipment
11 06 40,FoodserviceEquipmentSchedule
05 50 98,SchedulesforEducationalandScientificEquipment
05 87 51,SchedulesforEntertainmentandRecreationEquipment
06 24 03,SchedulesforHealthcareEquipment
11 06 70,HealthcareEquipmentSchedule
06 60 56,SchedulesforFacilityMaintenanceandOperationEquipment
06 97 08,SchedulesforOtherEquipment
11 06 90,SchedulesforDetentionEquipment
03 68 38,CommissioningofEquipment
03 68 40,VehicleandPedestrianEquipment
03 68 41,VehicleServiceEquipment
04 15 89,Compressed-AirVehicleServiceEquipment
04 37 80,VehicleLubricationEquipment
04 52 41,Tire-ChangingEquipment
04 63 37,Vehicle-WashingEquipment
04 99 90,VehicleChargingEquipment
11 11 36,CommercialElectricVehicleChargingUnit
11 11 36,ResidentialElectricVehicleChargingUnit
03 68 42,ParkingControlEquipment
04 15 90,ParkingKeyandCardControlUnits
04 26 86,ParkingTicketDispensers
04 52 42,ParkingMeters
04 63 38,ParkingFeeCollectionEquipment
11 12 26,ParkingFeeCoinCollectionEquipment
04 88 95,ParkingGates
11 12 33,LiftArmParkingGates
11 12 33,SlidingParkingGates
11 12 33,SwingingParkingGates
03 68 43,LoadingDockEquipment
04 15 91,LoadingDockBumpers
04 26 87,LoadingDockSealsandShelters
11 13 16,LoadingDockSeals
11 13 16,LoadingDockShelters
11 13 16,LoadingDockRailShelters
04 37 82,StationaryLoadingDockEquipment
11 13 19,LoadingDockLevelers
11 13 19,StationaryLoadingDockLifts
11 13 19,LoadingDockTruckLifts
11 13 19,LoadingDockTruckRestraints
04 52 43,PortableDockEquipment
11 13 23,PortableDockLifts
11 13 23,PortableDockRamps
11 13 23,PortableDockBridges
11 13 23,PortableDockPlatforms
04 63 39,LoadingDockLights
03 68 44,PedestrianControlEquipment
04 15 92,PedestrianGates
11 14 13,RotaryGates
11 14 13,Turnstiles
04 26 88,PedestrianControlDevices
04 37 83,PortablePostsandRailings
04 63 40,PedestrianFareCollectionEquipment
11 14 26,PedestrianCoinFareCollectionEquipment
05 25 49,PedestrianDetectionEquipment
11 14 43,ElectronicDetectionandCountingSystems
05 62 02,PedestrianSecurityEquipment
03 68 45,SecurityControlEquipment
03 68 50,CommercialEquipment
03 68 51,RetailandServiceEquipment
04 15 99,CashRegistersandCheckingEquipment
04 52 51,VendingEquipment
11 21 23,MerchandiseVendingMachines
11 21 23,ReverseVendingMachines
11 21 23,VideoRentalVendingMachines
11 21 23,TokenVendingMachines
04 56 17,MoneyChangingMachines
04 89 04,CheckroomEquipment
05 25 56,WeighingandWrappingEquipment
05 62 09,BarberandBeautyShopEquipment
05 98 61,RefrigeratedDisplayEquipment
06 35 14,CommercialLaundryandDryCleaningEquipment
11 21 73,DryCleaningEquipment
11 21 73,DryingandConditioningEquipment
11 21 73,FinishingEquipment
11 21 73,CommercialIroningEquipment
