stage,csi_code,csi_code_description
Presentation/Proposal/RFQ,01-04-710,SIMULATED BRICK
Presentation/Proposal/RFQ,01-04-720,CAST STONE
Presentation/Proposal/RFQ,01-04-730,SIMULATED STONE
Presentation/Proposal/RFQ,01-04-800,MASONRY ASSEMBLIES
Presentation/Proposal/RFQ,01-04-810,UNIT MASONRY ASSEMBLIES
Presentation/Proposal/RFQ,01-04-820,REINFORCED UNIT MASONRY ASSEMB
Presentation/Proposal/RFQ,01-04-830,NON-REINFORCED UNIT MASONRY AS
Presentation/Proposal/RFQ,01-04-840,PREFABRICATED MASONRY PANELS
Presentation/Proposal/RFQ,01-04-850,STONE ASSEMBLIES
Presentation/Proposal/RFQ,01-04-880,MASONRY FIREPLACES
Presentation/Proposal/RFQ,01-04-900,MASONRY RESTORATION & CLEANING
Presentation/Proposal/RFQ,01-04-910,UNIT MASONRY RESTORATION
Presentation/Proposal/RFQ,01-04-920,STONE RESTORATION
Presentation/Proposal/RFQ,01-04-930,UNIT MASONRY CLEANING
Presentation/Proposal/RFQ,01-04-940,STONE CLEANING
Presentation/Proposal/RFQ,01-05-000,METALS
Presentation/Proposal/RFQ,01-05-100,STRUCTURAL METAL FRAMING
Presentation/Proposal/RFQ,01-05-110,STRUCTURAL METAL FRAMING
Presentation/Proposal/RFQ,01-05-120,STRUCTURAL STEEL
Presentation/Proposal/RFQ,01-05-121,CLEAN & PRIME STEEL
Presentation/Proposal/RFQ,01-05-122,CONNECTION PLATE
Presentation/Proposal/RFQ,01-05-124,RE-WELD STRESS PLATES
Presentation/Proposal/RFQ,01-05-125,STEEL COLUMNS
Presentation/Proposal/RFQ,01-05-128,IMPLANTS AND BOLTS
Presentation/Proposal/RFQ,01-05-130,METAL DECK
Presentation/Proposal/RFQ,01-05-140,STRUCTURAL ALUMINUM
Presentation/Proposal/RFQ,01-05-150,"STRUCTURAL, BAR JOIST & MTL DE"
Presentation/Proposal/RFQ,01-05-160,METAL FRAMING SYSTEM
Presentation/Proposal/RFQ,01-05-200,METAL JOISTS
Presentation/Proposal/RFQ,01-05-210,STEEL JOISTS
Presentation/Proposal/RFQ,01-05-216,STEEL BARJOIST & MTL DECKING
Presentation/Proposal/RFQ,01-05-260,COMPOSITE JOIST ASSEMBLIES
Presentation/Proposal/RFQ,01-05-300,METAL DECKING
Presentation/Proposal/RFQ,01-05-310,METAL DECKING
Presentation/Proposal/RFQ,01-05-400,LIGHT GAUGE MTL FRAMING
Presentation/Proposal/RFQ,01-05-410,LOAD-BEARING METAL STUDS
Presentation/Proposal/RFQ,01-05-418,METAL PARTITION FRAMING
Presentation/Proposal/RFQ,01-05-419,METAL FRAMING
Presentation/Proposal/RFQ,01-05-420,COLD-FORMED METAL JOISTS
Presentation/Proposal/RFQ,01-05-424,METAL FURRING
Presentation/Proposal/RFQ,01-05-430,SLOTTED CHANNEL FRAMING
Presentation/Proposal/RFQ,01-05-440,COLD-FORMED METAL TRUSSES
Presentation/Proposal/RFQ,01-05-450,METAL SUPPORT
Presentation/Proposal/RFQ,01-05-500,METAL FABRICATIONS
Presentation/Proposal/RFQ,01-05-501,PRE-FAB METAL BUILDING
Presentation/Proposal/RFQ,01-05-510,METAL STAIRS & LADDERS
Presentation/Proposal/RFQ,01-05-512,SPIRAL METAL STAIRS
Presentation/Proposal/RFQ,01-05-520,HANDRAILS AND RAILINGS
Presentation/Proposal/RFQ,01-05-522,ALUM TRELLIS/RAILS & GATES
Presentation/Proposal/RFQ,01-05-525,LADDER
Presentation/Proposal/RFQ,01-05-530,GRATINGS
Presentation/Proposal/RFQ,01-05-535,STAINLESS STEEL PANELS
Presentation/Proposal/RFQ,01-05-540,FLOOR PLATES
Presentation/Proposal/RFQ,01-05-550,STAIR TREADS & NOSINGS
Presentation/Proposal/RFQ,01-05-560,METAL CASTINGS
Presentation/Proposal/RFQ,01-05-580,FORMED METAL FABRICATIONS
Presentation/Proposal/RFQ,01-05-600,METAL SIDING
Presentation/Proposal/RFQ,01-05-610,METAL SIDING
Presentation/Proposal/RFQ,01-05-700,ORNAMENTAL METAL
Presentation/Proposal/RFQ,01-05-710,ORNAMENTAL STAIRS
Presentation/Proposal/RFQ,01-05-715,FABRICATED SPIRAL STAIRS
Presentation/Proposal/RFQ,01-05-720,ORNAMENTAL HANDRAILS & RAILING
Presentation/Proposal/RFQ,01-05-725,ORNAMENTAL METAL CASTINGS
Presentation/Proposal/RFQ,01-05-730,ORNAMENTAL FORMED METAL
Presentation/Proposal/RFQ,01-05-740,ORNAMENTAL FORGED METAL
Presentation/Proposal/RFQ,01-05-750,ORNAMENTAL ALUMINUM
Presentation/Proposal/RFQ,01-05-800,EXPANSION CONTROL
Presentation/Proposal/RFQ,01-05-810,EXPANSION JOINT COVER ASSEMBLI
Presentation/Proposal/RFQ,01-05-820,SLIDE BEARINGS
Presentation/Proposal/RFQ,01-05-900,METAL RESTORATION & CLEANING
Presentation/Proposal/RFQ,01-05-910,MISCELLANEOUS METALS
Presentation/Proposal/RFQ,01-05-912,DUMPSTER GATE
Presentation/Proposal/RFQ,01-05-950,ROUGH HARDWARE
Presentation/Proposal/RFQ,01-06-000,WOOD AND PLASTICS
Presentation/Proposal/RFQ,01-06-010,CARPENTRY
Presentation/Proposal/RFQ,01-06-100,ROUGH CARPENTRY
Presentation/Proposal/RFQ,01-06-101,CARPENTRY DEMO
Presentation/Proposal/RFQ,01-06-102,TEMPORARY PROTECTION
Presentation/Proposal/RFQ,01-06-110,ROUGH CARPENTRY
Presentation/Proposal/RFQ,01-06-112,FLOOR FRAMING
Presentation/Proposal/RFQ,01-06-114,CONVENTIONAL FRAMING
Presentation/Proposal/RFQ,01-06-116,DROP SOFFITS AND CEILING
Presentation/Proposal/RFQ,01-06-118,WOOD PARTITION FRAMING
Presentation/Proposal/RFQ,01-06-119,EXTERIOR WOOD PARTITION FRAMIN
Presentation/Proposal/RFQ,01-06-120,ROOF SHEATHING
Presentation/Proposal/RFQ,01-06-121,FLOOR SHEATHING
Presentation/Proposal/RFQ,01-06-122,EXTERIOR WALL SHEATHING
Presentation/Proposal/RFQ,01-06-124,WOOD FURRING
Presentation/Proposal/RFQ,01-06-130,HEAVY TIMBER CONSTRUCTION
Presentation/Proposal/RFQ,01-06-131,EXTERIOR FASCIA & SOFFIT
Presentation/Proposal/RFQ,01-06-132,EXTERIOR SOFFIT
Presentation/Proposal/RFQ,01-06-134,EXTERIOR FASCIA
Presentation/Proposal/RFQ,01-06-135,SOFFIT SCREEN VENTS
Presentation/Proposal/RFQ,01-06-136,EXTERIOR 1 X SIDING
Presentation/Proposal/RFQ,01-06-137,EXTERIOR PLYWOOD SIDING
Presentation/Proposal/RFQ,01-06-138,EXTERIOR MOLDINGS AND TRIM
Presentation/Proposal/RFQ,01-06-150,WOOD DECKING
Presentation/Proposal/RFQ,01-06-160,SHEATHING
Presentation/Proposal/RFQ,01-06-170,PREFABRICATED STRUCTURAL WOOD
Presentation/Proposal/RFQ,01-06-175,Wood Trusses
Presentation/Proposal/RFQ,01-06-180,Glued Laminated Construction
Presentation/Proposal/RFQ,01-06-190,WOOD TRUSSES
Presentation/Proposal/RFQ,01-06-192,CRANE TIME
Presentation/Proposal/RFQ,01-06-200,FINISH CARPENTRY
Presentation/Proposal/RFQ,01-06-202,BASE MOLDING
Presentation/Proposal/RFQ,01-06-203,PLINTH BLOCK
Presentation/Proposal/RFQ,01-06-204,CROWN MOLDING
Presentation/Proposal/RFQ,01-06-205,WOOD CASING
Presentation/Proposal/RFQ,01-06-206,JAMBS AND CASING
Presentation/Proposal/RFQ,01-06-207,JAMB EXTENDER
Presentation/Proposal/RFQ,01-06-210,FINISH CARPENTRY
Presentation/Proposal/RFQ,01-06-211,WINDOW JAMBS AND TRIM
Presentation/Proposal/RFQ,01-06-212,VALANCE
Presentation/Proposal/RFQ,01-06-213,WINDOW TRANSOM
Presentation/Proposal/RFQ,01-06-214,TONGUE AND GROOVE PANELING
Presentation/Proposal/RFQ,01-06-215,SHELVING
Presentation/Proposal/RFQ,01-06-220,MILLWORK
Presentation/Proposal/RFQ,01-06-250,PREFINISHED PANELING
Presentation/Proposal/RFQ,01-06-260,BOARD PANELING
Presentation/Proposal/RFQ,01-06-270,CLOSET & UTILITY WOOD SHELVING
Presentation/Proposal/RFQ,01-06-400,ARCHITECTURAL WOODWORK
Presentation/Proposal/RFQ,01-06-410,CUSTOM CABINETS
Presentation/Proposal/RFQ,01-06-411,COUNTER TOPS
Presentation/Proposal/RFQ,01-06-412,BAR CABINETS
Presentation/Proposal/RFQ,01-06-413,WALL UNIT
Presentation/Proposal/RFQ,01-06-414,SOLID SURFACE COUNTERTOPS
Presentation/Proposal/RFQ,01-06-417,OPEN MICA SHELVES
Presentation/Proposal/RFQ,01-06-418,CUSTOM CABINET HARDWARE
Presentation/Proposal/RFQ,01-06-419,"CABINETS, SHELVES AND BASE"
Presentation/Proposal/RFQ,01-06-420,PANELING
Presentation/Proposal/RFQ,01-06-430,WOOD STAIRS & RAILINGS
Presentation/Proposal/RFQ,01-06-431,WOOD STAIRS AND RAILINGS
Presentation/Proposal/RFQ,01-06-434,WOOD HANDRAILS
Presentation/Proposal/RFQ,01-06-436,FOLDING STAIRS
Presentation/Proposal/RFQ,01-06-440,WOOD ORNAMENTS
Presentation/Proposal/RFQ,01-06-442,EXTERIOR SHUTTERS
Presentation/Proposal/RFQ,01-06-445,SIMULATED WOOD ORNAMENTS
Presentation/Proposal/RFQ,01-06-450,STANDING & RUNNING TRIM
Presentation/Proposal/RFQ,01-06-455,SIMULATED WOOD TRIM
Presentation/Proposal/RFQ,01-06-460,WOOD FRAMES
Presentation/Proposal/RFQ,01-06-470,"SCREENS, BLINDS & SHUTTERS"
Presentation/Proposal/RFQ,01-06-500,STRUCTURAL PLASTICS
Presentation/Proposal/RFQ,01-06-510,STRUCTURAL PLASTIC SHAPES & PL
Presentation/Proposal/RFQ,01-06-520,PLASTICS STRUCTURAL ASSEMBLIES
Presentation/Proposal/RFQ,01-06-600,PLASTIC FABRICATION
Presentation/Proposal/RFQ,01-06-900,WOOD & PLASTIC RESTORATION & C
Presentation/Proposal/RFQ,01-06-910,WOOD RESTORATION & CLEANING
Presentation/Proposal/RFQ,01-06-920,PLASTIC RESTORATION & CLEANING
Presentation/Proposal/RFQ,01-07-000,THERMAL/MOISTURE PROT
Presentation/Proposal/RFQ,01-07-100,WATERPROOFING & DAMPPROOFING
Presentation/Proposal/RFQ,01-07-110,DAMPPROOFING
Presentation/Proposal/RFQ,01-07-112,CAULKING
Presentation/Proposal/RFQ,01-07-114,FELT ON EXTERIOR WALL
Presentation/Proposal/RFQ,01-07-120,BUILT-UP BITUMINOUS WATERPROOF
Presentation/Proposal/RFQ,01-07-130,SHEET WATERPROOFING
Presentation/Proposal/RFQ,01-07-140,FLUID-APPLIED WATERPROOFING
Presentation/Proposal/RFQ,01-07-150,SHEET METAL WATERPROOFING
Presentation/Proposal/RFQ,01-07-160,CEMENTITIOUS & REACTIVE WATERP
Presentation/Proposal/RFQ,01-07-170,BENTONITE WATERPROOFING
Presentation/Proposal/RFQ,01-07-180,TRAFFIC COATINGS
Presentation/Proposal/RFQ,01-07-190,WATER REPELLENTS
Presentation/Proposal/RFQ,01-07-200,THERMAL PROTECTION
Presentation/Proposal/RFQ,01-07-210,BUILDING INSULATION
Presentation/Proposal/RFQ,01-07-211,LOOSE FILL INSULATION
Presentation/Proposal/RFQ,01-07-212,RIGID INSULATION
Presentation/Proposal/RFQ,01-07-215,SPRAY-ON INSULATION
Presentation/Proposal/RFQ,01-07-220,ROOF & DECK INSULATION
Presentation/Proposal/RFQ,01-07-240,EXTERIOR INSULATION & FINISH S
Presentation/Proposal/RFQ,01-07-260,VAPOR RETARDERS
Presentation/Proposal/RFQ,01-07-270,AIR BARRIERS
Presentation/Proposal/RFQ,01-07-275,FIRE SAFING
Presentation/Proposal/RFQ,01-07-300,SHINGLES & ROOFING TILES
Presentation/Proposal/RFQ,01-07-310,SHINGLES
Presentation/Proposal/RFQ,01-07-320,ROOF TILES
Presentation/Proposal/RFQ,01-07-321,CLAY ROOF TILES
Presentation/Proposal/RFQ,01-07-322,CONCRETE ROOF TILES
Presentation/Proposal/RFQ,01-07-330,ROOF COVERINGS
Presentation/Proposal/RFQ,01-07-400,ROOFING & SIDING PANELS
Presentation/Proposal/RFQ,01-07-410,METAL ROOF & WALL PANELS
Presentation/Proposal/RFQ,01-07-411,METAL ROOF
Presentation/Proposal/RFQ,01-07-412,EMERGENCY ROOF REPAIR
Presentation/Proposal/RFQ,01-07-420,PLASTIC ROOF & WALL PANELS
Presentation/Proposal/RFQ,01-07-430,COMPOSITE PANELS
Presentation/Proposal/RFQ,01-07-440,FACED PANELS
Presentation/Proposal/RFQ,01-07-450,FIBER-REINFORCED CEMENTITIOUS
Presentation/Proposal/RFQ,01-07-460,SIDING
Presentation/Proposal/RFQ,01-07-470,WOOD ROOF & WALL PANELS
Presentation/Proposal/RFQ,01-07-480,EXTERIOR WALL ASSEMBLIES
Presentation/Proposal/RFQ,01-07-500,MEMBRANE ROOFING
Presentation/Proposal/RFQ,01-07-505,SINGLE PLY ROOFING
Presentation/Proposal/RFQ,01-07-510,BUILT-UP BITUMINOUS ROOFING
Presentation/Proposal/RFQ,01-07-520,COLD-APPLIED BITUMINOUS ROOFIN
Presentation/Proposal/RFQ,01-07-530,ELASTOMERIC MEMBRANE ROOFING
Presentation/Proposal/RFQ,01-07-540,THERMOPLASTIC MEMBRANE ROOFING
Presentation/Proposal/RFQ,01-07-550,MODIFIED BITUMINOUS MEMBRANE R
Presentation/Proposal/RFQ,01-07-560,FLUID-APPLIED ROOFING
Presentation/Proposal/RFQ,01-07-570,COATED FOAMED ROOFING
Presentation/Proposal/RFQ,01-07-590,ROOF MAINTENANCE & REPAIRS
Presentation/Proposal/RFQ,01-07-600,FLASHING & SHEET METAL
Presentation/Proposal/RFQ,01-07-610,SHEET METAL ROOFING
Presentation/Proposal/RFQ,01-07-620,SHEET METAL FLASHING & TRIM
Presentation/Proposal/RFQ,01-07-625,DOOR & WINDOW PANS
Presentation/Proposal/RFQ,01-07-630,SHEET METAL ROOFING SPECIALTIE
Presentation/Proposal/RFQ,01-07-650,FLEXIBLE FLASHING
Presentation/Proposal/RFQ,01-07-700,ROOF SPECIALTIES & ACCESSORIES
Presentation/Proposal/RFQ,01-07-710,MANUFACTURED ROOF SPECIALTIES
Presentation/Proposal/RFQ,01-07-714,GUTTERS & DOWNSPOUTS
Presentation/Proposal/RFQ,01-07-720,ROOF ACCESSORIES
Presentation/Proposal/RFQ,01-07-724,ROOF HATCHES
Presentation/Proposal/RFQ,01-07-725,ROOF WALK BOARDS
Presentation/Proposal/RFQ,01-07-760,ROOF PAVERS
Presentation/Proposal/RFQ,01-07-800,FIRE & SMOKE PROTECTION
Presentation/Proposal/RFQ,01-07-810,APPLIED FIREPROOFING
Presentation/Proposal/RFQ,01-07-820,BOARD FIREPROOFING
Presentation/Proposal/RFQ,01-07-840,FIRESTOPPING
Presentation/Proposal/RFQ,01-07-860,SMOKE SEALS
Presentation/Proposal/RFQ,01-07-870,SMOKE CONTAINMENT BARRIERS
Presentation/Proposal/RFQ,01-07-900,JOINT SEALERS
Presentation/Proposal/RFQ,01-07-910,PREFORMED JOINT SEALS
Presentation/Proposal/RFQ,01-07-920,JOINT SEALANTS
Presentation/Proposal/RFQ,01-08-000,DOORS AND WINDOWS
Presentation/Proposal/RFQ,01-08-100,METAL DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-105,METAL DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-110,STEEL DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-120,ALUMINIUM DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-130,STAINLESS STEEL DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-140,BRONZE DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-150,PREASSEMBLED METAL DOORS/FRAME
Presentation/Proposal/RFQ,01-08-160,SLIDING METAL DOORS & GRILLES
Presentation/Proposal/RFQ,01-08-180,METAL SCREEN & STORM DOORS
Presentation/Proposal/RFQ,01-08-190,METAL DOOR RESTORATION
Presentation/Proposal/RFQ,01-08-200,WOOD & PLASTIC DOORS
Presentation/Proposal/RFQ,01-08-210,WOOD DOORS
Presentation/Proposal/RFQ,01-08-212,WOOD DOOR - DOUBLE
Presentation/Proposal/RFQ,01-08-213,WOOD DOOR - BIFOLD IN WOOD JAM
Presentation/Proposal/RFQ,01-08-214,WOOD DOOR - BIFOLD W/NO JAMB
Presentation/Proposal/RFQ,01-08-215,EXTERIOR WOOD DOORS& WINDOWS
Presentation/Proposal/RFQ,01-08-216,WOOD DOOR - SPECIAL
Presentation/Proposal/RFQ,01-08-220,PLASTIC DOORS
Presentation/Proposal/RFQ,01-08-250,PREASSEMBLED WOOD/PLASTIC DOOR
Presentation/Proposal/RFQ,01-08-260,SLIDING WOOD & PLASTIC DOORS
Presentation/Proposal/RFQ,01-08-280,WOOD & PLASTIC STORM/SCREEN DO
Presentation/Proposal/RFQ,01-08-290,WOOD & PLASTIC DOOR RESTORATIO
Presentation/Proposal/RFQ,01-08-300,SPECIALTY DOORS
Presentation/Proposal/RFQ,01-08-310,ACCESS DOORS & PANELS
Presentation/Proposal/RFQ,01-08-320,DETENTION DOORS & FRAMES
Presentation/Proposal/RFQ,01-08-330,COILING DOORS & GRILLS
Presentation/Proposal/RFQ,01-08-331,COILING COUNTER DOORS
Presentation/Proposal/RFQ,01-08-332,COILING COUNTER GRILLES
Presentation/Proposal/RFQ,01-08-333,OVERHEAD COILING DOORS
Presentation/Proposal/RFQ,01-08-334,OVERHEAD COILING GRILLES
Presentation/Proposal/RFQ,01-08-340,SPECIAL FUNCTION DOORS
Presentation/Proposal/RFQ,01-08-350,FOLDING DOORS & GRILLES
Presentation/Proposal/RFQ,01-08-360,OVERHEAD DOORS
Presentation/Proposal/RFQ,01-08-361,SECTIONAL OVERHEAD DOORS
Presentation/Proposal/RFQ,01-08-370,VERTICAL LIFT DOORS
Presentation/Proposal/RFQ,01-08-380,TRAFFIC DOORS
Presentation/Proposal/RFQ,01-08-382,STORM SHUTTERS
Presentation/Proposal/RFQ,01-08-390,PRESSURE-RESISTANT DOORS
Presentation/Proposal/RFQ,01-08-400,ENTRANCES & STOREFRONTS
Presentation/Proposal/RFQ,01-08-410,METAL-FRAMED STOREFRONTS
Presentation/Proposal/RFQ,01-08-450,ALL-GLASS ENTRANCES & STOREFRO
Presentation/Proposal/RFQ,01-08-460,AUTOMATIC ENTRANCE DOORS
Presentation/Proposal/RFQ,01-08-470,REVOLVING ENTRANCE DOORS
Presentation/Proposal/RFQ,01-08-480,BALANCED ENTRANCE DOORS
Presentation/Proposal/RFQ,01-08-490,SLIDING STOREFRONTS
Presentation/Proposal/RFQ,01-08-500,WINDOWS
Presentation/Proposal/RFQ,01-08-510,STEEL WINDOWS
Presentation/Proposal/RFQ,01-08-520,ALUMINIUM WINDOWS
Presentation/Proposal/RFQ,01-08-530,STAINLESS STEEL WINDOWS
Presentation/Proposal/RFQ,01-08-540,BRONZE WINDOWS
Presentation/Proposal/RFQ,01-08-550,WOOD WINDOWS
Presentation/Proposal/RFQ,01-08-560,PLASTIC WINDOWS
Presentation/Proposal/RFQ,01-08-570,COMPOSITE WINDOWS
Presentation/Proposal/RFQ,01-08-580,SPECIAL FUNCTION WINDOWS
Presentation/Proposal/RFQ,01-08-590,WINDOW RESTORATION & REPLACEME
Presentation/Proposal/RFQ,01-08-600,SKYLIGHTS
Presentation/Proposal/RFQ,01-08-610,ROOF WINDOWS
Presentation/Proposal/RFQ,01-08-620,UNIT SKYLIGHTS
Presentation/Proposal/RFQ,01-08-630,METAL-FRAMED SKYLIGHTS
Presentation/Proposal/RFQ,01-08-700,HARDWARE
Presentation/Proposal/RFQ,01-08-710,DOOR HARDWARE
Presentation/Proposal/RFQ,01-08-720,WEATHER STRIPPING & SEALS
Presentation/Proposal/RFQ,01-08-740,ELECTRO-MECHANICAL HARDWARE
Presentation/Proposal/RFQ,01-08-750,WINDOW HARDWARE
Presentation/Proposal/RFQ,01-08-770,DOOR & WINDOW ACCESSORIES
Presentation/Proposal/RFQ,01-08-780,SPECIAL FUNCTION HARDWARE
Presentation/Proposal/RFQ,01-08-790,HARDWARE RESTORATION
Presentation/Proposal/RFQ,01-08-800,GLAZING
Presentation/Proposal/RFQ,01-08-810,GLASS
Presentation/Proposal/RFQ,01-08-811,PLATE GLASS
Presentation/Proposal/RFQ,01-08-813,TEMPERED GLASS
Presentation/Proposal/RFQ,01-08-815,LEADED GLASS
Presentation/Proposal/RFQ,01-08-816,BEVELED GLASS
Presentation/Proposal/RFQ,01-08-830,MIRRORS
Presentation/Proposal/RFQ,01-08-840,PLASTIC GLAZING
Presentation/Proposal/RFQ,01-08-850,GLAZING ACCESSORIES
Presentation/Proposal/RFQ,01-08-890,GLAZING RESTORATION
Presentation/Proposal/RFQ,01-08-900,GLAZED CURTAIN WALL
Presentation/Proposal/RFQ,01-08-910,METAL FRAMED CURTAIN WALL
Presentation/Proposal/RFQ,01-08-950,TRANSLUCENT WALL & ROOF ASSEMB
Presentation/Proposal/RFQ,01-08-960,SLOPED GLAZING ASSEMBLIES
Presentation/Proposal/RFQ,01-08-970,STRUCTURAL GLASS CURTAIN WALLS
Presentation/Proposal/RFQ,01-08-990,GLAZED CURTAIN WALL RESTORATIO
Presentation/Proposal/RFQ,01-09-000,FINISHES
Presentation/Proposal/RFQ,01-09-100,METAL SUPPORT ASSEMBLIES
Presentation/Proposal/RFQ,01-09-110,NON-LOAD BEARING WALL FRAMING
Presentation/Proposal/RFQ,01-09-120,CEILING SUSPENSION
Presentation/Proposal/RFQ,01-09-130,ACOUSTICAL SUSPENSION
Presentation/Proposal/RFQ,01-09-180,STUCCO
Presentation/Proposal/RFQ,01-09-182,STUCCO TOUCH-UP
Presentation/Proposal/RFQ,01-09-200,PLASTER & GYPSUM BOARD
Presentation/Proposal/RFQ,01-09-205,FURRING & LATHING
Presentation/Proposal/RFQ,01-09-210,GYPSUM PLASTER
Presentation/Proposal/RFQ,01-09-220,PORTLAND CEMENT PLASTER
Presentation/Proposal/RFQ,01-09-230,PLASTER FABRICATIONS
Presentation/Proposal/RFQ,01-09-250,GYPSUM BOARD
Presentation/Proposal/RFQ,01-09-252,GYPSUM HARDCOAT
Presentation/Proposal/RFQ,01-09-255,DRYWALL & METAL FRAMING
Presentation/Proposal/RFQ,01-09-260,GYPSUM BOARD ASSEMBLIES
Presentation/Proposal/RFQ,01-09-265,DRYWALL TREY CEILINGS
Presentation/Proposal/RFQ,01-09-300,TILE
Presentation/Proposal/RFQ,01-09-310,CERAMIC TILE
Presentation/Proposal/RFQ,01-09-330,QUARRY TILE
Presentation/Proposal/RFQ,01-09-340,PAVER TILE
Presentation/Proposal/RFQ,01-09-345,MARBLE SILLS
Presentation/Proposal/RFQ,01-09-350,GLASS MOSAICS
Presentation/Proposal/RFQ,01-09-360,PLASTIC TILE
Presentation/Proposal/RFQ,01-09-370,METAL TILE
Presentation/Proposal/RFQ,01-09-380,CUT NATURAL STONE
Presentation/Proposal/RFQ,01-09-390,TILE RESTORATION
Presentation/Proposal/RFQ,01-09-400,TERRAZZO
Presentation/Proposal/RFQ,01-09-410,PORTLAND CEMENT TERRAZZO
Presentation/Proposal/RFQ,01-09-490,TERRAZZO RESTORATION
Presentation/Proposal/RFQ,01-09-500,CEILINGS
Presentation/Proposal/RFQ,01-09-510,ACOUSTICAL CEILING
Presentation/Proposal/RFQ,01-09-511,ACOUSTICAL CLG W/INSULATION
Presentation/Proposal/RFQ,01-09-512,LUMINOUS CEILING
Presentation/Proposal/RFQ,01-09-514,DRYWALL CEILINGS-SUSPENDED
Presentation/Proposal/RFQ,01-09-545,SPECIALTY CEILINGS
Presentation/Proposal/RFQ,01-09-550,MIRROR PANEL CEILINGS
Presentation/Proposal/RFQ,01-09-560,TEXTURED CEILINGS
Presentation/Proposal/RFQ,01-09-570,LINEAR WOOD CEILINGS
Presentation/Proposal/RFQ,01-09-580,SUSPENDED DECORATIVE GRIDS
Presentation/Proposal/RFQ,01-09-590,CEILING ASSEMBLY RESTORATION
Presentation/Proposal/RFQ,01-09-600,FLOORING
Presentation/Proposal/RFQ,01-09-605,FLOORING
Presentation/Proposal/RFQ,01-09-610,FLOOR TREATMENT
Presentation/Proposal/RFQ,01-09-612,WOOD UNDERLAYMENT
Presentation/Proposal/RFQ,01-09-620,SPECIALTY FLOORING
Presentation/Proposal/RFQ,01-09-630,MASONRY FLOORING
Presentation/Proposal/RFQ,01-09-640,WOOD FLOORING
Presentation/Proposal/RFQ,01-09-644,WOOD ATHLETIC FLOORING
Presentation/Proposal/RFQ,01-09-650,RESILIENT SHEET FLOORING
Presentation/Proposal/RFQ,01-09-652,VCT FLOORING
Presentation/Proposal/RFQ,01-09-660,STATIC CONTROL FLOORING
Presentation/Proposal/RFQ,01-09-665,RESILIENT SHEET FLOORING
Presentation/Proposal/RFQ,01-09-670,FLUID-APPLIED FLOORING
Presentation/Proposal/RFQ,01-09-680,CARPET
Presentation/Proposal/RFQ,01-09-682,CARPET
Presentation/Proposal/RFQ,01-09-690,FLOORING RESTORATION
Presentation/Proposal/RFQ,01-09-700,WALL FINISHES
Presentation/Proposal/RFQ,01-09-710,ACOUSTICAL WALL FINISHES
Presentation/Proposal/RFQ,01-09-720,WALL COVERING
Presentation/Proposal/RFQ,01-09-722,FRP WALL PANELS
Presentation/Proposal/RFQ,01-09-730,WALL CARPET
Presentation/Proposal/RFQ,01-09-740,FLEXIBLE WOOD SHEETS
Presentation/Proposal/RFQ,01-09-770,SPECIAL WALL SURFACES
Presentation/Proposal/RFQ,01-09-800,ACOUSTICAL TREATMENT
Presentation/Proposal/RFQ,01-09-810,ACOUSTICAL SPACE UNITS
Presentation/Proposal/RFQ,01-09-820,ACOUSTICAL INSULATION & SEALAN
Presentation/Proposal/RFQ,01-09-830,ACOUSTICAL BARRIERS
Presentation/Proposal/RFQ,01-09-840,ACOUSTICAL WALL TREATMENT
Presentation/Proposal/RFQ,01-09-900,PAINTS & COATINGS
Presentation/Proposal/RFQ,01-09-910,PAINTING
Presentation/Proposal/RFQ,01-09-930,STAINS & TRANSPARENT FINISHES
Presentation/Proposal/RFQ,01-09-940,DECORATIVE FINISHES
Presentation/Proposal/RFQ,01-09-950,WALL COVERINGS
Presentation/Proposal/RFQ,01-09-960,HIGH-PERFORMANCE COATINGS
Presentation/Proposal/RFQ,01-09-970,COATINGS FOR STEEL
Presentation/Proposal/RFQ,01-09-980,COATINGS FOR CONCRETE & MASONR
Presentation/Proposal/RFQ,01-09-990,PAINT RESTORATION
Presentation/Proposal/RFQ,01-10-000,SPECIALTIES
Presentation/Proposal/RFQ,01-10-100,VISUAL DISPLAY BOARDS
Presentation/Proposal/RFQ,01-10-110,CHALKBOARDS
Presentation/Proposal/RFQ,01-10-115,MARKER BOARDS
Presentation/Proposal/RFQ,01-10-120,TACKBOARDS & VISUAL AID BOARDS
Presentation/Proposal/RFQ,01-10-130,OPERABLE BOARD UNITS
Presentation/Proposal/RFQ,01-10-145,VISUAL AIDE BOARD UNITS
Presentation/Proposal/RFQ,01-10-150,COMPARTMENTS & CUBICLES
Presentation/Proposal/RFQ,01-10-160,METAL TOILET COMPARTMENTS
Presentation/Proposal/RFQ,01-10-165,PLASTIC LAMINATE TOILET COMPAR
Presentation/Proposal/RFQ,01-10-170,PLASTIC TOILET COMPARTMENTS
Presentation/Proposal/RFQ,01-10-175,PARTICLEBOARD TOILET COMPARTME
Presentation/Proposal/RFQ,01-10-180,STONE TOILET COMPARTMENTS
