stage,csi_code,csi_code_description
NON-BILLABLE,90-04-430,QUARRIED STONE
NON-BILLABLE,90-04-500,REFRACTORIES
NON-BILLABLE,90-04-502,PRECAST MOLDINGS
NON-BILLABLE,90-04-552,PRECAST COLUMNS
NON-BILLABLE,90-04-600,CORROSION-RESISTANT MASONRY
NON-BILLABLE,90-04-610,CHEMICAL-RESISTANT BRICK
NON-BILLABLE,90-04-620,VITRIFIED CLAY LINER PLATES
NON-BILLABLE,90-04-700,SIMULATED MASONRY
NON-BILLABLE,90-04-710,SIMULATED BRICK
NON-BILLABLE,90-04-720,CAST STONE
NON-BILLABLE,90-04-730,SIMULATED STONE
NON-BILLABLE,90-04-800,MASONRY ASSEMBLIES
NON-BILLABLE,90-04-810,UNIT MASONRY ASSEMBLIES
NON-BILLABLE,90-04-820,REINFORCED UNIT MASONRY ASSEMB
NON-BILLABLE,90-04-830,NON-REINFORCED UNIT MASONRY AS
NON-BILLABLE,90-04-840,PREFABRICATED MASONRY PANELS
NON-BILLABLE,90-04-850,STONE ASSEMBLIES
NON-BILLABLE,90-04-880,MASONRY FIREPLACES
NON-BILLABLE,90-04-900,MASONRY RESTORATION & CLEANING
NON-BILLABLE,90-04-910,UNIT MASONRY RESTORATION
NON-BILLABLE,90-04-920,STONE RESTORATION
NON-BILLABLE,90-04-930,UNIT MASONRY CLEANING
NON-BILLABLE,90-04-940,STONE CLEANING
NON-BILLABLE,90-05-000,METALS
NON-BILLABLE,90-05-100,STRUCTURAL METAL FRAMING
NON-BILLABLE,90-05-110,STRUCTURAL METAL FRAMING
NON-BILLABLE,90-05-120,STRUCTURAL STEEL
NON-BILLABLE,90-05-121,CLEAN & PRIME STEEL
NON-BILLABLE,90-05-122,CONNECTION PLATE
NON-BILLABLE,90-05-124,RE-WELD STRESS PLATES
NON-BILLABLE,90-05-125,STEEL COLUMNS
NON-BILLABLE,90-05-128,IMPLANTS AND BOLTS
NON-BILLABLE,90-05-130,METAL DECK
NON-BILLABLE,90-05-140,STRUCTURAL ALUMINUM
NON-BILLABLE,90-05-150,"STRUCTURAL, BAR JOIST & MTL DE"
NON-BILLABLE,90-05-160,METAL FRAMING SYSTEM
NON-BILLABLE,90-05-200,METAL JOISTS
NON-BILLABLE,90-05-210,STEEL JOISTS
NON-BILLABLE,90-05-216,STEEL BARJOIST & MTL DECKING
NON-BILLABLE,90-05-260,COMPOSITE JOIST ASSEMBLIES
NON-BILLABLE,90-05-300,METAL DECKING
NON-BILLABLE,90-05-310,METAL DECKING
NON-BILLABLE,90-05-400,LIGHT GAUGE MTL FRAMING
NON-BILLABLE,90-05-410,LOAD-BEARING METAL STUDS
NON-BILLABLE,90-05-418,METAL PARTITION FRAMING
NON-BILLABLE,90-05-419,METAL FRAMING
NON-BILLABLE,90-05-420,COLD-FORMED METAL JOISTS
NON-BILLABLE,90-05-424,METAL FURRING
NON-BILLABLE,90-05-430,SLOTTED CHANNEL FRAMING
NON-BILLABLE,90-05-440,COLD-FORMED METAL TRUSSES
NON-BILLABLE,90-05-450,METAL SUPPORT
NON-BILLABLE,90-05-500,METAL FABRICATIONS
NON-BILLABLE,90-05-501,PRE-FAB METAL BUILDING
NON-BILLABLE,90-05-510,METAL STAIRS & LADDERS
NON-BILLABLE,90-05-512,SPIRAL METAL STAIRS
NON-BILLABLE,90-05-520,HANDRAILS AND RAILINGS
NON-BILLABLE,90-05-522,ALUM TRELLIS/RAILS & GATES
NON-BILLABLE,90-05-525,LADDER
NON-BILLABLE,90-05-530,GRATINGS
NON-BILLABLE,90-05-535,STAINLESS STEEL PANELS
NON-BILLABLE,90-05-540,FLOOR PLATES
NON-BILLABLE,90-05-550,STAIR TREADS & NOSINGS
NON-BILLABLE,90-05-560,METAL CASTINGS
NON-BILLABLE,90-05-580,FORMED METAL FABRICATIONS
NON-BILLABLE,90-05-600,METAL SIDING
NON-BILLABLE,90-05-610,METAL SIDING
NON-BILLABLE,90-05-700,ORNAMENTAL METAL
NON-BILLABLE,90-05-710,ORNAMENTAL STAIRS
NON-BILLABLE,90-05-715,FABRICATED SPIRAL STAIRS
NON-BILLABLE,90-05-720,ORNAMENTAL HANDRAILS & RAILING
NON-BILLABLE,90-05-725,ORNAMENTAL METAL CASTINGS
NON-BILLABLE,90-05-730,ORNAMENTAL FORMED METAL
NON-BILLABLE,90-05-740,ORNAMENTAL FORGED METAL
NON-BILLABLE,90-05-750,ORNAMENTAL ALUMINUM
NON-BILLABLE,90-05-800,EXPANSION CONTROL
NON-BILLABLE,90-05-810,EXPANSION JOINT COVER ASSEMBLI
NON-BILLABLE,90-05-820,SLIDE BEARINGS
NON-BILLABLE,90-05-900,METAL RESTORATION & CLEANING
NON-BILLABLE,90-05-910,MISCELLANEOUS METALS
NON-BILLABLE,90-05-912,DUMPSTER GATE
NON-BILLABLE,90-05-950,ROUGH HARDWARE
NON-BILLABLE,90-06-000,WOOD AND PLASTICS
NON-BILLABLE,90-06-010,CARPENTRY
NON-BILLABLE,90-06-100,ROUGH CARPENTRY
NON-BILLABLE,90-06-101,CARPENTRY DEMO
NON-BILLABLE,90-06-102,TEMPORARY PROTECTION
NON-BILLABLE,90-06-110,ROUGH CARPENTRY
NON-BILLABLE,90-06-112,FLOOR FRAMING
NON-BILLABLE,90-06-114,CONVENTIONAL FRAMING
NON-BILLABLE,90-06-116,DROP SOFFITS AND CEILING
NON-BILLABLE,90-06-118,WOOD PARTITION FRAMING
NON-BILLABLE,90-06-119,EXTERIOR WOOD PARTITION FRAMIN
NON-BILLABLE,90-06-120,ROOF SHEATHING
NON-BILLABLE,90-06-121,FLOOR SHEATHING
NON-BILLABLE,90-06-122,EXTERIOR WALL SHEATHING
NON-BILLABLE,90-06-124,WOOD FURRING
NON-BILLABLE,90-06-130,HEAVY TIMBER CONSTRUCTION
NON-BILLABLE,90-06-131,EXTERIOR FASCIA & SOFFIT
NON-BILLABLE,90-06-132,EXTERIOR SOFFIT
NON-BILLABLE,90-06-134,EXTERIOR FASCIA
NON-BILLABLE,90-06-135,SOFFIT SCREEN VENTS
NON-BILLABLE,90-06-136,EXTERIOR 1 X SIDING
NON-BILLABLE,90-06-137,EXTERIOR PLYWOOD SIDING
NON-BILLABLE,90-06-138,EXTERIOR MOLDINGS AND TRIM
NON-BILLABLE,90-06-150,WOOD DECKING
NON-BILLABLE,90-06-160,SHEATHING
NON-BILLABLE,90-06-170,PREFABRICATED STRUCTURAL WOOD
NON-BILLABLE,90-06-175,Wood Trusses
NON-BILLABLE,90-06-180,Glued Laminated Construction
NON-BILLABLE,90-06-190,WOOD TRUSSES
NON-BILLABLE,90-06-192,CRANE TIME
NON-BILLABLE,90-06-200,FINISH CARPENTRY
NON-BILLABLE,90-06-202,BASE MOLDING
NON-BILLABLE,90-06-203,PLINTH BLOCK
NON-BILLABLE,90-06-204,CROWN MOLDING
NON-BILLABLE,90-06-205,WOOD CASING
NON-BILLABLE,90-06-206,JAMBS AND CASING
NON-BILLABLE,90-06-207,JAMB EXTENDER
NON-BILLABLE,90-06-210,FINISH CARPENTRY
NON-BILLABLE,90-06-211,WINDOW JAMBS AND TRIM
NON-BILLABLE,90-06-212,VALANCE
NON-BILLABLE,90-06-213,WINDOW TRANSOM
NON-BILLABLE,90-06-214,TONGUE AND GROOVE PANELING
NON-BILLABLE,90-06-215,SHELVING
NON-BILLABLE,90-06-220,MILLWORK
NON-BILLABLE,90-06-250,PREFINISHED PANELING
NON-BILLABLE,90-06-260,BOARD PANELING
NON-BILLABLE,90-06-270,CLOSET & UTILITY WOOD SHELVING
NON-BILLABLE,90-06-400,ARCHITECTURAL WOODWORK
NON-BILLABLE,90-06-410,CUSTOM CABINETS
NON-BILLABLE,90-06-411,COUNTER TOPS
NON-BILLABLE,90-06-412,BAR CABINETS
NON-BILLABLE,90-06-413,WALL UNIT
NON-BILLABLE,90-06-414,SOLID SURFACE COUNTERTOPS
NON-BILLABLE,90-06-417,OPEN MICA SHELVES
NON-BILLABLE,90-06-418,CUSTOM CABINET HARDWARE
NON-BILLABLE,90-06-419,"CABINETS, SHELVES AND BASE"
NON-BILLABLE,90-06-420,PANELING
NON-BILLABLE,90-06-430,WOOD STAIRS & RAILINGS
NON-BILLABLE,90-06-431,WOOD STAIRS AND RAILINGS
NON-BILLABLE,90-06-434,WOOD HANDRAILS
NON-BILLABLE,90-06-436,FOLDING STAIRS
NON-BILLABLE,90-06-440,WOOD ORNAMENTS
NON-BILLABLE,90-06-442,EXTERIOR SHUTTERS
NON-BILLABLE,90-06-445,SIMULATED WOOD ORNAMENTS
NON-BILLABLE,90-06-450,STANDING & RUNNING TRIM
NON-BILLABLE,90-06-455,SIMULATED WOOD TRIM
NON-BILLABLE,90-06-460,WOOD FRAMES
NON-BILLABLE,90-06-470,"SCREENS, BLINDS & SHUTTERS"
NON-BILLABLE,90-06-500,STRUCTURAL PLASTICS
NON-BILLABLE,90-06-510,STRUCTURAL PLASTIC SHAPES & PL
NON-BILLABLE,90-06-520,PLASTICS STRUCTURAL ASSEMBLIES
NON-BILLABLE,90-06-600,PLASTIC FABRICATION
NON-BILLABLE,90-06-900,WOOD & PLASTIC RESTORATION & C
NON-BILLABLE,90-06-910,WOOD RESTORATION & CLEANING
NON-BILLABLE,90-06-920,PLASTIC RESTORATION & CLEANING
NON-BILLABLE,90-07-000,THERMAL/MOISTURE PROT
NON-BILLABLE,90-07-100,WATERPROOFING & DAMPPROOFING
NON-BILLABLE,90-07-110,DAMPPROOFING
NON-BILLABLE,90-07-112,CAULKING
NON-BILLABLE,90-07-114,FELT ON EXTERIOR WALL
NON-BILLABLE,90-07-120,BUILT-UP BITUMINOUS WATERPROOF
NON-BILLABLE,90-07-130,SHEET WATERPROOFING
NON-BILLABLE,90-07-140,FLUID-APPLIED WATERPROOFING
NON-BILLABLE,90-07-150,SHEET METAL WATERPROOFING
NON-BILLABLE,90-07-160,CEMENTITIOUS & REACTIVE WATERP
NON-BILLABLE,90-07-170,BENTONITE WATERPROOFING
NON-BILLABLE,90-07-180,TRAFFIC COATINGS
NON-BILLABLE,90-07-190,WATER REPELLENTS
NON-BILLABLE,90-07-200,THERMAL PROTECTION
NON-BILLABLE,90-07-210,BUILDING INSULATION
NON-BILLABLE,90-07-211,LOOSE FILL INSULATION
NON-BILLABLE,90-07-212,RIGID INSULATION
NON-BILLABLE,90-07-215,SPRAY-ON INSULATION
NON-BILLABLE,90-07-220,ROOF & DECK INSULATION
NON-BILLABLE,90-07-240,EXTERIOR INSULATION & FINISH S
NON-BILLABLE,90-07-260,VAPOR RETARDERS
NON-BILLABLE,90-07-270,AIR BARRIERS
NON-BILLABLE,90-07-275,FIRE SAFING
NON-BILLABLE,90-07-300,SHINGLES & ROOFING TILES
NON-BILLABLE,90-07-310,SHINGLES
NON-BILLABLE,90-07-320,ROOF TILES
NON-BILLABLE,90-07-321,CLAY ROOF TILES
NON-BILLABLE,90-07-322,CONCRETE ROOF TILES
NON-BILLABLE,90-07-330,ROOF COVERINGS
NON-BILLABLE,90-07-400,ROOFING & SIDING PANELS
NON-BILLABLE,90-07-410,METAL ROOF & WALL PANELS
NON-BILLABLE,90-07-411,METAL ROOF
NON-BILLABLE,90-07-412,EMERGENCY ROOF REPAIR
NON-BILLABLE,90-07-420,PLASTIC ROOF & WALL PANELS
NON-BILLABLE,90-07-430,COMPOSITE PANELS
NON-BILLABLE,90-07-440,FACED PANELS
NON-BILLABLE,90-07-450,FIBER-REINFORCED CEMENTITIOUS
NON-BILLABLE,90-07-460,SIDING
NON-BILLABLE,90-07-470,WOOD ROOF & WALL PANELS
NON-BILLABLE,90-07-480,EXTERIOR WALL ASSEMBLIES
NON-BILLABLE,90-07-500,MEMBRANE ROOFING
NON-BILLABLE,90-07-505,SINGLE PLY ROOFING
NON-BILLABLE,90-07-510,BUILT-UP BITUMINOUS ROOFING
NON-BILLABLE,90-07-520,COLD-APPLIED BITUMINOUS ROOFIN
NON-BILLABLE,90-07-530,ELASTOMERIC MEMBRANE ROOFING
NON-BILLABLE,90-07-540,THERMOPLASTIC MEMBRANE ROOFING
NON-BILLABLE,90-07-550,MODIFIED BITUMINOUS MEMBRANE R
NON-BILLABLE,90-07-560,FLUID-APPLIED ROOFING
NON-BILLABLE,90-07-570,COATED FOAMED ROOFING
NON-BILLABLE,90-07-590,ROOF MAINTENANCE & REPAIRS
NON-BILLABLE,90-07-600,FLASHING & SHEET METAL
NON-BILLABLE,90-07-610,SHEET METAL ROOFING
NON-BILLABLE,90-07-620,SHEET METAL FLASHING & TRIM
NON-BILLABLE,90-07-625,DOOR & WINDOW PANS
NON-BILLABLE,90-07-630,SHEET METAL ROOFING SPECIALTIE
NON-BILLABLE,90-07-650,FLEXIBLE FLASHING
NON-BILLABLE,90-07-700,ROOF SPECIALTIES & ACCESSORIES
NON-BILLABLE,90-07-710,MANUFACTURED ROOF SPECIALTIES
NON-BILLABLE,90-07-714,GUTTERS & DOWNSPOUTS
NON-BILLABLE,90-07-720,ROOF ACCESSORIES
NON-BILLABLE,90-07-724,ROOF HATCHES
NON-BILLABLE,90-07-725,ROOF WALK BOARDS
NON-BILLABLE,90-07-760,ROOF PAVERS
NON-BILLABLE,90-07-800,FIRE & SMOKE PROTECTION
NON-BILLABLE,90-07-810,APPLIED FIREPROOFING
NON-BILLABLE,90-07-820,BOARD FIREPROOFING
NON-BILLABLE,90-07-840,FIRESTOPPING
NON-BILLABLE,90-07-860,SMOKE SEALS
NON-BILLABLE,90-07-870,SMOKE CONTAINMENT BARRIERS
NON-BILLABLE,90-07-900,JOINT SEALERS
NON-BILLABLE,90-07-910,PREFORMED JOINT SEALS
NON-BILLABLE,90-07-920,JOINT SEALANTS
NON-BILLABLE,90-08-000,DOORS AND WINDOWS
NON-BILLABLE,90-08-100,METAL DOORS & FRAMES
NON-BILLABLE,90-08-105,METAL DOORS & FRAMES
NON-BILLABLE,90-08-110,STEEL DOORS & FRAMES
NON-BILLABLE,90-08-120,ALUMINIUM DOORS & FRAMES
NON-BILLABLE,90-08-130,STAINLESS STEEL DOORS & FRAMES
NON-BILLABLE,90-08-140,BRONZE DOORS & FRAMES
NON-BILLABLE,90-08-150,PREASSEMBLED METAL DOORS/FRAME
NON-BILLABLE,90-08-160,SLIDING METAL DOORS & GRILLES
NON-BILLABLE,90-08-180,METAL SCREEN & STORM DOORS
NON-BILLABLE,90-08-190,METAL DOOR RESTORATION
NON-BILLABLE,90-08-200,WOOD & PLASTIC DOORS
NON-BILLABLE,90-08-210,WOOD DOORS
NON-BILLABLE,90-08-212,WOOD DOOR - DOUBLE
NON-BILLABLE,90-08-213,WOOD DOOR - BIFOLD IN WOOD JAM
NON-BILLABLE,90-08-214,WOOD DOOR - BIFOLD W/NO JAMB
NON-BILLABLE,90-08-215,EXTERIOR WOOD DOORS& WINDOWS
NON-BILLABLE,90-08-216,WOOD DOOR - SPECIAL
NON-BILLABLE,90-08-220,PLASTIC DOORS
NON-BILLABLE,90-08-250,PREASSEMBLED WOOD/PLASTIC DOOR
NON-BILLABLE,90-08-260,SLIDING WOOD & PLASTIC DOORS
NON-BILLABLE,90-08-280,WOOD & PLASTIC STORM/SCREEN DO
NON-BILLABLE,90-08-290,WOOD & PLASTIC DOOR RESTORATIO
NON-BILLABLE,90-08-300,SPECIALTY DOORS
NON-BILLABLE,90-08-310,ACCESS DOORS & PANELS
NON-BILLABLE,90-08-320,DETENTION DOORS & FRAMES
NON-BILLABLE,90-08-330,COILING DOORS & GRILLS
NON-BILLABLE,90-08-331,COILING COUNTER DOORS
NON-BILLABLE,90-08-332,COILING COUNTER GRILLES
NON-BILLABLE,90-08-333,OVERHEAD COILING DOORS
NON-BILLABLE,90-08-334,OVERHEAD COILING GRILLES
NON-BILLABLE,90-08-340,SPECIAL FUNCTION DOORS
NON-BILLABLE,90-08-350,FOLDING DOORS & GRILLES
NON-BILLABLE,90-08-360,OVERHEAD DOORS
NON-BILLABLE,90-08-361,SECTIONAL OVERHEAD DOORS
NON-BILLABLE,90-08-370,VERTICAL LIFT DOORS
NON-BILLABLE,90-08-380,TRAFFIC DOORS
NON-BILLABLE,90-08-382,STORM SHUTTERS
NON-BILLABLE,90-08-390,PRESSURE-RESISTANT DOORS
NON-BILLABLE,90-08-400,ENTRANCES & STOREFRONTS
NON-BILLABLE,90-08-410,METAL-FRAMED STOREFRONTS
NON-BILLABLE,90-08-450,ALL-GLASS ENTRANCES & STOREFRO
NON-BILLABLE,90-08-460,AUTOMATIC ENTRANCE DOORS
NON-BILLABLE,90-08-470,REVOLVING ENTRANCE DOORS
NON-BILLABLE,90-08-480,BALANCED ENTRANCE DOORS
NON-BILLABLE,90-08-490,SLIDING STOREFRONTS
NON-BILLABLE,90-08-500,WINDOWS
NON-BILLABLE,90-08-510,STEEL WINDOWS
NON-BILLABLE,90-08-520,ALUMINIUM WINDOWS
NON-BILLABLE,90-08-530,STAINLESS STEEL WINDOWS
NON-BILLABLE,90-08-540,BRONZE WINDOWS
NON-BILLABLE,90-08-550,WOOD WINDOWS
NON-BILLABLE,90-08-560,PLASTIC WINDOWS
NON-BILLABLE,90-08-570,COMPOSITE WINDOWS
NON-BILLABLE,90-08-580,SPECIAL FUNCTION WINDOWS
NON-BILLABLE,90-08-590,WINDOW RESTORATION & REPLACEME
NON-BILLABLE,90-08-600,SKYLIGHTS
NON-BILLABLE,90-08-610,ROOF WINDOWS
NON-BILLABLE,90-08-620,UNIT SKYLIGHTS
NON-BILLABLE,90-08-630,METAL-FRAMED SKYLIGHTS
NON-BILLABLE,90-08-700,HARDWARE
NON-BILLABLE,90-08-710,DOOR HARDWARE
NON-BILLABLE,90-08-720,WEATHER STRIPPING & SEALS
NON-BILLABLE,90-08-740,ELECTRO-MECHANICAL HARDWARE
NON-BILLABLE,90-08-750,WINDOW HARDWARE
NON-BILLABLE,90-08-770,DOOR & WINDOW ACCESSORIES
NON-BILLABLE,90-08-780,SPECIAL FUNCTION HARDWARE
NON-BILLABLE,90-08-790,HARDWARE RESTORATION
NON-BILLABLE,90-08-800,GLAZING
NON-BILLABLE,90-08-810,GLASS
NON-BILLABLE,90-08-811,PLATE GLASS
NON-BILLABLE,90-08-813,TEMPERED GLASS
NON-BILLABLE,90-08-815,LEADED GLASS
NON-BILLABLE,90-08-816,BEVELED GLASS
NON-BILLABLE,90-08-830,MIRRORS
NON-BILLABLE,90-08-840,PLASTIC GLAZING
NON-BILLABLE,90-08-850,GLAZING ACCESSORIES
NON-BILLABLE,90-08-890,GLAZING RESTORATION
NON-BILLABLE,90-08-900,GLAZED CURTAIN WALL
NON-BILLABLE,90-08-910,METAL FRAMED CURTAIN WALL
NON-BILLABLE,90-08-950,TRANSLUCENT WALL & ROOF ASSEMB
NON-BILLABLE,90-08-960,SLOPED GLAZING ASSEMBLIES
NON-BILLABLE,90-08-970,STRUCTURAL GLASS CURTAIN WALLS
NON-BILLABLE,90-08-990,GLAZED CURTAIN WALL RESTORATIO
NON-BILLABLE,90-09-000,FINISHES
NON-BILLABLE,90-09-100,METAL SUPPORT ASSEMBLIES
NON-BILLABLE,90-09-110,NON-LOAD BEARING WALL FRAMING
NON-BILLABLE,90-09-120,CEILING SUSPENSION
NON-BILLABLE,90-09-130,ACOUSTICAL SUSPENSION
NON-BILLABLE,90-09-180,STUCCO
NON-BILLABLE,90-09-182,STUCCO TOUCH-UP
NON-BILLABLE,90-09-200,PLASTER & GYPSUM BOARD
NON-BILLABLE,90-09-205,FURRING & LATHING
NON-BILLABLE,90-09-210,GYPSUM PLASTER
NON-BILLABLE,90-09-220,PORTLAND CEMENT PLASTER
NON-BILLABLE,90-09-230,PLASTER FABRICATIONS
NON-BILLABLE,90-09-250,GYPSUM BOARD
NON-BILLABLE,90-09-252,GYPSUM HARDCOAT
NON-BILLABLE,90-09-255,DRYWALL & METAL FRAMING
NON-BILLABLE,90-09-260,GYPSUM BOARD ASSEMBLIES
NON-BILLABLE,90-09-265,DRYWALL TREY CEILINGS
NON-BILLABLE,90-09-300,TILE
NON-BILLABLE,90-09-310,CERAMIC TILE
NON-BILLABLE,90-09-330,QUARRY TILE
NON-BILLABLE,90-09-340,PAVER TILE
NON-BILLABLE,90-09-345,MARBLE SILLS
NON-BILLABLE,90-09-350,GLASS MOSAICS
NON-BILLABLE,90-09-360,PLASTIC TILE
NON-BILLABLE,90-09-370,METAL TILE
NON-BILLABLE,90-09-380,CUT NATURAL STONE
NON-BILLABLE,90-09-390,TILE RESTORATION
NON-BILLABLE,90-09-400,TERRAZZO
NON-BILLABLE,90-09-410,PORTLAND CEMENT TERRAZZO
NON-BILLABLE,90-09-490,TERRAZZO RESTORATION
NON-BILLABLE,90-09-500,CEILINGS
NON-BILLABLE,90-09-510,ACOUSTICAL CEILING
NON-BILLABLE,90-09-511,ACOUSTICAL CLG W/INSULATION
NON-BILLABLE,90-09-512,LUMINOUS CEILING
NON-BILLABLE,90-09-514,DRYWALL CEILINGS-SUSPENDED
NON-BILLABLE,90-09-545,SPECIALTY CEILINGS
NON-BILLABLE,90-09-550,MIRROR PANEL CEILINGS
NON-BILLABLE,90-09-560,TEXTURED CEILINGS
NON-BILLABLE,90-09-570,LINEAR WOOD CEILINGS
NON-BILLABLE,90-09-580,SUSPENDED DECORATIVE GRIDS
NON-BILLABLE,90-09-590,CEILING ASSEMBLY RESTORATION
NON-BILLABLE,90-09-600,FLOORING
NON-BILLABLE,90-09-605,FLOORING
NON-BILLABLE,90-09-610,FLOOR TREATMENT
NON-BILLABLE,90-09-612,WOOD UNDERLAYMENT
NON-BILLABLE,90-09-620,SPECIALTY FLOORING
NON-BILLABLE,90-09-630,MASONRY FLOORING
NON-BILLABLE,90-09-640,WOOD FLOORING
NON-BILLABLE,90-09-644,WOOD ATHLETIC FLOORING
NON-BILLABLE,90-09-650,RESILIENT SHEET FLOORING
NON-BILLABLE,90-09-652,VCT FLOORING
NON-BILLABLE,90-09-660,STATIC CONTROL FLOORING
NON-BILLABLE,90-09-665,RESILIENT SHEET FLOORING
NON-BILLABLE,90-09-670,FLUID-APPLIED FLOORING
NON-BILLABLE,90-09-680,CARPET
NON-BILLABLE,90-09-682,CARPET
NON-BILLABLE,90-09-690,FLOORING RESTORATION
NON-BILLABLE,90-09-700,WALL FINISHES
NON-BILLABLE,90-09-710,ACOUSTICAL WALL FINISHES
NON-BILLABLE,90-09-720,WALL COVERING
NON-BILLABLE,90-09-722,FRP WALL PANELS
NON-BILLABLE,90-09-730,WALL CARPET
NON-BILLABLE,90-09-740,FLEXIBLE WOOD SHEETS
NON-BILLABLE,90-09-770,SPECIAL WALL SURFACES
NON-BILLABLE,90-09-800,ACOUSTICAL TREATMENT
NON-BILLABLE,90-09-810,ACOUSTICAL SPACE UNITS
NON-BILLABLE,90-09-820,ACOUSTICAL INSULATION & SEALAN
NON-BILLABLE,90-09-830,ACOUSTICAL BARRIERS
NON-BILLABLE,90-09-840,ACOUSTICAL WALL TREATMENT
NON-BILLABLE,90-09-900,PAINTS & COATINGS
NON-BILLABLE,90-09-910,PAINTING
NON-BILLABLE,90-09-912,PAINTING
NON-BILLABLE,90-09-930,STAINS & TRANSPARENT FINISHES
NON-BILLABLE,90-09-940,DECORATIVE FINISHES
NON-BILLABLE,90-09-950,WALL COVERINGS
NON-BILLABLE,90-09-960,HIGH-PERFORMANCE COATINGS
NON-BILLABLE,90-09-970,COATINGS FOR STEEL
NON-BILLABLE,90-09-980,COATINGS FOR CONCRETE & MASONR
NON-BILLABLE,90-09-990,PAINT RESTORATION
NON-BILLABLE,90-10-000,SPECIALTIES
NON-BILLABLE,90-10-100,VISUAL DISPLAY BOARDS
NON-BILLABLE,90-10-110,CHALKBOARDS
NON-BILLABLE,90-10-115,MARKER BOARDS
NON-BILLABLE,90-10-120,TACKBOARDS & VISUAL AID BOARDS
NON-BILLABLE,90-10-130,OPERABLE BOARD UNITS
NON-BILLABLE,90-10-145,VISUAL AIDE BOARD UNITS
NON-BILLABLE,90-10-150,COMPARTMENTS & CUBICLES
NON-BILLABLE,90-10-160,METAL TOILET COMPARTMENTS
NON-BILLABLE,90-10-165,PLASTIC LAMINATE TOILET COMPAR
NON-BILLABLE,90-10-170,PLASTIC TOILET COMPARTMENTS
NON-BILLABLE,90-10-175,PARTICLEBOARD TOILET COMPARTME
NON-BILLABLE,90-10-180,STONE TOILET COMPARTMENTS
NON-BILLABLE,90-10-185,SHOWER & DRESSING COMPARTMENTS
NON-BILLABLE,90-10-190,CUBICLES
NON-BILLABLE,90-10-200,SPECIALTIES
NON-BILLABLE,90-10-205,SPECIALTIES
NON-BILLABLE,90-10-210,WALL LOUVERS
NON-BILLABLE,90-10-220,LOUVERED EQUIPMENT ENCLOSURES
NON-BILLABLE,90-10-225,DOOR LOUVERS
NON-BILLABLE,90-10-230,VENTS
NON-BILLABLE,90-10-240,GRILLES & SCREENS
NON-BILLABLE,90-10-250,SERVICE WALLS
NON-BILLABLE,90-10-260,WALL & CORNER GUARDS
NON-BILLABLE,90-10-270,ACCESS FLOORING
NON-BILLABLE,90-10-290,PEST CONTROL
NON-BILLABLE,90-10-300,MISCELLANEOUS SPECIALTIES
NON-BILLABLE,90-10-305,MANUFACTURED FIREPLACES
NON-BILLABLE,90-10-310,FIREPLACE SPECIALTIES & ACCESS
NON-BILLABLE,90-10-312,FIRE EXTINGUISHERS
NON-BILLABLE,90-10-320,MISC SPECIALTIES
NON-BILLABLE,90-10-325,WELDING SPECIALTIES
NON-BILLABLE,90-10-340,MANUFACTURED EXTERIOR SPECIALT
NON-BILLABLE,90-10-350,FLAGPOLES
NON-BILLABLE,90-10-400,IDENTIFYING DEVICES
NON-BILLABLE,90-10-410,DIRECTORIES
NON-BILLABLE,90-10-420,PLAQUES
NON-BILLABLE,90-10-430,EXTERIOR SIGNAGE
NON-BILLABLE,90-10-440,INTERIOR SIGNAGE
NON-BILLABLE,90-10-450,PEDESTRIAN CONTROL DEVICES
NON-BILLABLE,90-10-455,BENCHES
NON-BILLABLE,90-10-500,LOCKERS
NON-BILLABLE,90-10-510,LOCKERS
NON-BILLABLE,90-10-520,FIRE PROTECTION SPECIALTIES
NON-BILLABLE,90-10-524,FIRE EXTINGUISHERS & CABINETS
NON-BILLABLE,90-10-530,PROTECTIVE COVERS
NON-BILLABLE,90-10-531,AWNINGS
NON-BILLABLE,90-10-534,WALKWAY COVERINGS
NON-BILLABLE,90-10-540,CANVAS AWNINGS
NON-BILLABLE,90-10-550,POSTAL SPECIALTIES
NON-BILLABLE,90-10-552,MAIL BOX
NON-BILLABLE,90-10-600,PARTITIONS
NON-BILLABLE,90-10-605,WIRE MESH PARTITIONS
NON-BILLABLE,90-10-610,FOLDING GATES
NON-BILLABLE,90-10-615,DEMOUNTABLE PARTITIONS
NON-BILLABLE,90-10-623,ACCORDIAN FOLDING PARTITIONS
NON-BILLABLE,90-10-630,PORTABLE PARTITIONS SCREENS &
NON-BILLABLE,90-10-650,OPERABLE PARTITIONS
NON-BILLABLE,90-10-660,SUNSCREEN
NON-BILLABLE,90-10-665,SCREEN ENCLOSURES
NON-BILLABLE,90-10-670,STORAGE SHELVING
NON-BILLABLE,90-10-700,EXTERIOR PROTECTION
NON-BILLABLE,90-10-705,EXTERIOR SUN CONTROL DEVICES
NON-BILLABLE,90-10-710,EXTERIOR SHUTTERS
NON-BILLABLE,90-10-715,STORM PANELS
NON-BILLABLE,90-10-720,EXTERIOR LOUVERS
NON-BILLABLE,90-10-750,TELEPHONE SPECIALTIES
NON-BILLABLE,90-10-800,"TOILET, BATH & LAUNDRY ACCESSO"
NON-BILLABLE,90-10-810,TOILET ACCESSORIES
NON-BILLABLE,90-10-820,BATH ACCESSORIES
NON-BILLABLE,90-10-830,LAUNDRY ACCESSORIES
